table_id,sequence_number,topic_id
B06004DPR,171,5
B06004DPR,171,3
B06004E,28,5
B06004E,28,3
B06004EPR,171,5
B06004EPR,171,3
B06004F,28,5
B06004F,28,3
B06004FPR,171,5
B06004FPR,171,3
B06004G,28,5
B06004G,28,3
B06004GPR,171,5
B06004GPR,171,3
B06004H,28,5
B06004H,28,3
B06004HPR,171,5
B06004HPR,171,3
B06004I,28,5
B06004I,28,3
B06004IPR,171,5
B06004IPR,171,3
B06007,29,5
B06007,29,11
B06007PR,172,5
B06007PR,172,11
B06008,29,12
B06008,29,5
B06008PR,172,12
B06008PR,172,5
B06009,29,5
B06009,29,13
B06009PR,172,5
B06009PR,172,13
B06010,29,5
B06010,29,10
B06010PR,172,5
B06010PR,172,10
B06011,29,5
B06011,29,10
B06011PR,172,5
B06011PR,172,10
B06012,29,5
B06012,29,9
B06012PR,172,5
B06012PR,172,9
B07001,30,1
B07001,30,14
B07001PR,173,1
B07001PR,173,14
B07002,30,1
B07002,30,14
B07002PR,173,1
B07002PR,173,14
B07003,30,14
B07003,30,2
B07003PR,173,14
B07003PR,173,2
B07004A,30,3
B07004A,30,14
B07004APR,173,3
B07004APR,173,14
B07004B,30,3
B07004B,30,14
B07004BPR,173,3
B07004BPR,173,14
B07004C,30,3
B07004C,30,14
B07004CPR,173,3
B07004CPR,173,14
B07004D,30,3
B07004D,30,14
B07004DPR,173,3
B07004DPR,173,14
B07004E,30,3
B07004E,30,14
B07004EPR,173,3
B07004EPR,173,14
B07004F,30,3
B07004F,30,14
B07004FPR,173,3
B07004FPR,173,14
B07004G,30,3
B07004G,30,14
B07004GPR,173,3
B07004GPR,173,14
B07004H,30,3
B07004H,30,14
B07004HPR,173,3
B07004HPR,173,14
B07004I,30,3
B07004I,30,14
B07004IPR,173,3
B07004IPR,173,14
B07007,31,14
B07007,31,6
B07007PR,174,14
B07007PR,174,6
B07008,31,12
B07008,31,14
B07008PR,174,12
B07008PR,174,14
B07009,31,13
B07009,31,14
B07009PR,174,13
B07009PR,174,14
B07010,31,14
B07010,31,10
B07010PR,174,14
B07010PR,174,10
B07011,31,14
B07011,31,10
B07011PR,174,14
B07011PR,174,10
B07012,31,9
B07012,31,14
B07012PR,174,9
B07012PR,174,14
B07013,32,14
B07013,32,15
B07013PR,175,14
B07013PR,175,15
B07101,175,14
B07201,32,14
B07201PR,175,14
B07202,32,14
B07202PR,175,14
B07203,32,14
B07203PR,175,14
B07204,32,14
B07204PR,175,14
B07401,1,1
B07401,1,14
B07401PR,167,1
B07401PR,167,14
B07402,1,1
B07402,1,14
B07402PR,167,1
B07402PR,167,14
B07403,1,14
B07403,1,2
B07403PR,167,14
B07403PR,167,2
B07404A,1,3
B07404A,1,14
B07404APR,167,3
B07404APR,167,14
B07404B,1,3
B07404B,1,14
B07404BPR,167,3
B07404BPR,167,14
B07404C,1,3
B07404C,1,14
B07404CPR,167,3
B07404CPR,167,14
B07404D,1,3
B07404D,1,14
B07404DPR,167,3
B07404DPR,167,14
B07404E,1,3
B07404E,1,14
B07404EPR,167,3
B07404EPR,167,14
B07404F,1,3
B07404F,1,14
B07404FPR,167,3
B07404FPR,167,14
B07404G,1,3
B07404G,1,14
B07404GPR,167,3
B07404GPR,167,14
B07404H,1,3
B07404H,1,14
B07404HPR,167,3
B07404HPR,167,14
B07404I,1,3
B07404I,1,14
B07404IPR,167,3
B07404IPR,167,14
B07407,1,14
B07407,1,6
B07407PR,167,14
B07407PR,167,6
B07408,2,12
B07408,2,14
B07408PR,168,12
B07408PR,168,14
B07409,2,13
B07409,2,14
B07409PR,168,13
B07409PR,168,14
B07410,2,14
B07410,2,10
B07410PR,168,14
B07410PR,168,10
B07411,2,14
B07411,2,10
B07411PR,168,14
B07411PR,168,10
B07412,2,9
B07412,2,14
B07412PR,168,9
B07412PR,168,14
B07413,2,14
B07413,2,15
B07413PR,168,14
B07413PR,168,15
B08006,33,16
B08006,33,17
B08007,33,16
B08007,33,17
B08008,33,16
B08008,33,17
B08009,33,16
B08009,33,17
B08011,33,16
B08011,33,17
B08012,34,16
B08012,34,17
B08013,34,16
B08013,34,17
B08013,34,2
B08014,34,16
B08014,34,17
B08015,34,16
B08015,34,17
B08015,34,2
B08016,34,16
B08016,34,17
B08017,34,16
B08017,34,17
B08018,34,16
B08018,34,17
B08101,35,1
B08101,35,16
B08101,35,17
B08103,35,1
B08103,35,16
B08103,35,17
B08105A,35,16
B08105A,35,17
B08105A,35,3
B08105B,35,16
B08105B,35,17
B08105B,35,3
B08105C,35,16
B08105C,35,17
B08105C,35,3
B08105D,35,16
B08105D,35,17
B08105D,35,3
B08105E,35,16
B08105E,35,17
B08105E,35,3
B08105F,35,16
B08105F,35,17
B08105F,35,3
B08105G,35,16
B08105G,35,17
B08105G,35,3
B08105H,35,16
B08105H,35,17
B08105H,35,3
B08105I,35,16
B08105I,35,17
B08105I,35,3
B08111,36,16
B08111,36,17
B08111,36,6
B08113,36,16
B08113,36,17
B08113,36,11
B08119,37,16
B08119,37,17
B08119,37,10
B08121,37,16
B08121,37,17
B08121,37,10
B08122,37,17
B08122,37,16
B08122,37,9
B08124,38,16
B08124,38,17
B08126,39,16
B08126,39,17
B08128,38,16
B08128,38,17
B08130,40,16
B08130,40,17
B08131,40,16
B08131,40,17
B08132,40,16
B08132,40,17
B08133,40,16
B08133,40,17
B08134,41,16
B08134,41,17
B08135,41,16
B08135,41,17
B08136,41,16
B08136,41,17
B08137,41,16
B08137,41,17
B08137,41,15
B08141,42,16
B08141,42,17
B08201,42,16
B08201,42,7
B08202,42,17
B08202,42,16
B08202,42,7
B08203,42,17
B08203,42,16
B08203,42,7
B08301,42,16
B08301,42,17
B08302,43,16
B08302,43,17
B08303,43,16
B08303,43,17
B08406,3,16
B08406,3,17
B08412,3,16
B08412,3,17
B08501,4,1
B08501,4,16
B08501,4,17
B08503,4,1
B08503,4,16
B08503,4,17
B08505A,4,16
B08505A,4,17
B08505A,4,3
B08505B,4,16
B08505B,4,17
B08505B,4,3
B08505C,4,16
B08505C,4,17
B08505C,4,3
B08505D,4,16
B08505D,4,17
B08505D,4,3
B08505E,4,16
B08505E,4,17
B08505E,4,3
B08505F,4,16
B08505F,4,17
B08505F,4,3
B08505G,4,16
B08505G,4,17
B08505G,4,3
B08505H,4,16
B08505H,4,17
B08505H,4,3
B08505I,4,16
B08505I,4,17
B08505I,4,3
B08511,3,16
B08511,3,17
B08511,3,6
B08513,5,16
B08513,5,17
B08513,5,11
B08519,5,16
B08519,5,17
B08519,5,10
B08521,6,16
B08521,6,17
B08521,6,10
B08522,6,17
B08522,6,16
B08522,6,9
B08524,6,16
B08524,6,17
B08526,7,16
B08526,7,17
B08528,8,16
B08528,8,17
B08532,8,16
B08532,8,17
B08534,9,16
B08534,9,17
B08536,9,16
B08536,9,17
B08537,9,16
B08537,9,17
B08537,9,15
B08541,10,16
B08541,10,17
B08601,10,16
B08601,10,17
B08602,10,16
B08602,10,17
B08603,10,16
B08603,10,17
B09001,44,1
B09001,44,8
B09002,44,18
B09002,44,7
B09002,44,8
B09005,44,7
B09005,44,8
B09006,44,7
B09006,44,8
B09008,44,7
B09008,44,8
B09010,44,19
B09010,44,7
B09010,44,8
B09010,44,10
B09016,44,7
B09016,44,8
B09016,44,20
B09017,44,21
B09017,44,7
B09017,44,8
B10001,45,22
B10001,45,1
B10001,45,7
B10001,45,8
B10002,45,22
B10002,45,7
B10002,45,8
B10010,45,22
B10010,45,7
B10010,45,8
B10010,45,10
B10050,45,22
B10050,45,8
B10051,45,22
B10051,45,8
B10051A,45,22
B10051A,45,3
B10051A,45,8
B10051B,45,22
B10051B,45,3
B10051B,45,8
B10051C,45,22
B10051C,45,3
B10051C,45,8
B10051D,45,22
B10051D,45,3
B10051D,45,8
B10051E,45,22
B10051E,45,3
B10051E,45,8
B10051F,45,22
B10051F,45,3
B10051F,45,8
B10051G,45,22
B10051G,45,3
B10051G,45,8
B10051H,45,22
B10051H,45,3
B10051H,45,8
B10051I,45,22
B10051I,45,3
B10051I,45,8
B10053,45,22
B10053,45,1
B10053,45,8
B10053,45,6
B10054,45,22
B10054,45,8
B10054,45,11
B10056,45,22
B10056,45,8
B10057,45,12
B10057,45,22
B10057,45,8
B10058,45,22
B10058,45,17
B10058,45,8
B10059,45,22
B10059,45,9
B10059,45,8
B10060,45,22
B10060,45,8
B10060,45,23
B10061,45,22
B10061,45,8
B10061,45,15
B10063,45,22
B10063,45,7
B10063,45,8
B11001,46,7
B11001A,46,3
B11001A,46,7
B11001B,46,3
B11001B,46,7
B11001C,46,3
B11001C,46,7
B11001D,46,3
B11001D,46,7
B11001E,46,3
B11001E,46,7
B11001F,46,3
B11001F,46,7
B11001G,46,3
B11001G,46,7
B11001H,46,3
B11001H,46,7
B11001I,46,3
B11001I,46,7
B11002,47,7
B11002A,47,3
B11002A,47,7
B11002B,47,3
B11002B,47,7
B11002C,47,3
B11002C,47,7
B11002D,47,3
B11002D,47,7
B11002E,47,3
B11002E,47,7
B11002F,47,3
B11002F,47,7
B11002G,47,3
B11002G,47,7
B11002H,47,3
B11002H,47,7
B11002I,47,3
B11002I,47,7
B11003,47,7
B11003,47,8
B11004,47,7
B11004,47,8
B11005,47,7
B11005,47,8
B11006,47,7
B11007,46,21
B11007,46,7
B11009,46,7
B11009,46,2
B11010,46,1
B11010,46,7
B11010,46,2
B11011,46,7
B11011,46,23
B11012,46,7
B11012,46,15
B11013,46,7
B11013,46,8
B11014,46,7
B11014,46,20
B11015,46,7
B11016,48,7
B12001,49,12
B12001,49,2
B12002,49,12
B12002,49,1
B12002,49,2
B12002A,50,12
B12002A,50,3
B12002A,50,2
B12002B,50,12
B12002B,50,3
B12002B,50,2
B12002C,50,12
B12002C,50,3
B12002C,50,2
B12002D,50,12
B12002D,50,3
B12002D,50,2
B12002E,50,12
B12002E,50,3
B12002E,50,2
B12002F,50,12
B12002F,50,3
B12002F,50,2
B12002G,50,12
B12002G,50,3
B12002G,50,2
B12002H,50,12
B12002H,50,3
B12002H,50,2
B12002I,50,12
B12002I,50,3
B12002I,50,2
B12005,51,12
B12005,51,5
B12006,51,12
B12006,51,2
B12007,51,12
B12007A,51,12
B12007A,51,3
B12007B,51,12
B12007B,51,3
B12007C,51,12
B12007C,51,3
B12007D,51,12
B12007D,51,3
B12007E,51,12
B12007E,51,3
B12007F,51,12
B12007F,51,3
B12007G,51,12
B12007G,51,3
B12007H,51,12
B12007H,51,3
B12007I,51,12
B12007I,51,3
B13001,52,12
B13001,52,1
B13001,52,24
B13002,52,12
B13002,52,24
B13002A,52,12
B13002A,52,24
B13002A,52,3
B13002B,52,12
B13002B,52,24
B13002B,52,3
B13002C,52,12
B13002C,52,24
B13002C,52,3
B13002D,52,12
B13002D,52,24
B13002D,52,3
B13002E,52,12
B13002E,52,24
B13002E,52,3
B13002F,52,12
B13002F,52,24
B13002F,52,3
B13002G,52,12
B13002G,52,24
B13002G,52,3
B13002H,52,12
B13002H,52,24
B13002H,52,3
B13002I,52,12
B13002I,52,24
B13002I,52,3
B13004,52,12
B13004,52,24
B13008,52,12
B13008,52,24
B13008,52,6
B13010,52,12
B13010,52,24
B13010,52,9
B13012,52,12
B13012,52,24
B13014,52,12
B13014,52,24
B13014,52,13
B14001,53,13
B14002,53,13
B14002,53,2
B14003,53,1
B14003,53,13
B14003,53,2
B14004,53,1
B14004,53,13
B14004,53,2
B14005,53,13
B14005,53,17
B14005,53,2
B14006,54,13
B14006,54,9
B15001,56,1
B15001,56,13
B15001,56,2
B15002,56,13
B15002,56,2
B16001,59,11
B16002,60,1
B16002,60,7
B16002,60,11
B16003,60,1
B16003,60,7
B16003,60,11
B16004,60,1
B16004,60,11
B16005,60,5
B16005,60,11
B16005A,60,5
B16005A,60,3
B16005A,60,11
B16005B,60,5
B16005B,60,3
B16005B,60,11
B16005C,59,5
B16005C,59,3
B16005C,59,11
B16005D,59,5
B16005D,59,3
B16005D,59,11
B16005E,59,5
B16005E,59,3
B16005E,59,11
B16005F,59,5
B16005F,59,3
B16005F,59,11
B16005G,59,5
B16005G,59,3
B16005G,59,11
B16005H,59,5
B16005H,59,3
B16005H,59,11
B16005I,59,5
B16005I,59,3
B16005I,59,11
B16006,59,3
B16006,59,11
B16007,59,1
B16007,59,11
B16008,61,1
B16008,61,6
B16008,61,11
B16009,61,1
B16009,61,9
B16009,61,11
B16010,61,13
B16010,61,17
B16010,61,11
B17001,62,1
B17001,62,9
B17001,62,2
B17001A,62,1
B17001A,62,3
B17001A,62,9
B17001A,62,2
B17001B,62,1
B17001B,62,3
B17001B,62,9
B17001B,62,2
B17001C,63,1
B17001C,63,3
B17001C,63,9
B17001C,63,2
B17001D,63,1
B17001D,63,3
B17001D,63,9
B17001D,63,2
B17001E,63,1
B17001E,63,3
B17001E,63,9
B17001E,63,2
B17001F,64,1
B17001F,64,3
B17001F,64,9
B17001F,64,2
B17001G,64,1
B17001G,64,3
B17001G,64,9
B17001G,64,2
B17001H,64,1
B17001H,64,3
B17001H,64,9
B17001H,64,2
B17001I,65,1
B17001I,65,3
B17001I,65,9
B17001I,65,2
B17002,65,9
B17002,65,10
B17003,65,13
B17003,65,9
B17003,65,2
B17004,65,17
B17004,65,9
B17004,65,2
B17005,65,17
B17005,65,9
B17005,65,2
B17006,65,7
B17006,65,1
B17006,65,18
B17006,65,9
B17006,65,8
B17007,66,1
B17007,66,9
B17007,66,2
B17008,66,2
B17008,66,9
B17008,66,10
B17009,66,7
B17009,66,17
B17009,66,9
B17010,66,7
B17010,66,1
B17010,66,18
B17010,66,9
B17010,66,8
B17010A,66,3
B17010A,66,7
B17010A,66,1
B17010A,66,18
B17010A,66,9
B17010A,66,8
B17010B,66,3
B17010B,66,7
B17010B,66,1
B17010B,66,18
B17010B,66,9
B17010B,66,8
B17010C,67,3
B17010C,67,7
B17010C,67,1
B17010C,67,18
B17010C,67,9
B17010C,67,8
B17010D,67,3
B17010D,67,7
B17010D,67,1
B17010D,67,18
B17010D,67,9
B17010D,67,8
B17010E,67,3
B17010E,67,7
B17010E,67,1
B17010E,67,18
B17010E,67,9
B17010E,67,8
B17010F,67,3
B17010F,67,7
B17010F,67,1
B17010F,67,18
B17010F,67,9
B17010F,67,8
B17010G,68,3
B17010G,68,7
B17010G,68,1
B17010G,68,18
B17010G,68,9
B17010G,68,8
B17010H,68,3
B17010H,68,7
B17010H,68,1
B17010H,68,18
B17010H,68,9
B17010H,68,8
B17010I,68,3
B17010I,68,7
B17010I,68,1
B17010I,68,18
B17010I,68,9
B17010I,68,8
B17011,68,7
B17011,68,18
B17011,68,9
B17011,68,10
B17012,68,7
B17012,68,9
B17012,68,8
B17013,69,7
B17013,69,9
B17014,69,7
B17014,69,17
B17014,69,9
B17015,69,19
B17015,69,7
B17015,69,18
B17015,69,9
B17015,69,10
B17016,69,7
B17016,69,17
B17016,69,18
B17016,69,9
B17017,70,7
B17017,70,1
B17017,70,9
B17018,70,7
B17018,70,13
B17018,70,9
B17019,70,7
B17019,70,9
B17019,70,15
B17020A,70,1
B17020A,70,3
B17020A,70,9
B17020B,70,1
B17020B,70,3
B17020B,70,9
B17020C,70,1
B17020C,70,3
B17020C,70,9
B17020D,71,1
B17020D,71,3
B17020D,71,9
B17020E,71,1
B17020E,71,3
B17020E,71,9
B17020F,71,1
B17020F,71,3
B17020F,71,9
B17020G,71,1
B17020G,71,3
B17020G,71,9
B17020H,71,1
B17020H,71,3
B17020H,71,9
B17020I,71,1
B17020I,71,3
B17020I,71,9
B17021,71,7
B17021,71,9
B17022,72,7
B17022,72,1
B17022,72,18
B17022,72,9
B17022,72,10
B17022,72,8
B17023,72,7
B17023,72,9
B17023,72,8
B17024,73,1
B17024,73,9
B17024,73,10
B17025,73,5
B17025,73,9
B17026,73,7
B17026,73,9
B17026,73,10
B19001,78,7
B19001,78,10
B19001A,78,3
B19001A,78,7
B19001A,78,10
B19001B,78,3
B19001B,78,7
B19001B,78,10
B19001C,79,3
B19001C,79,7
B19001C,79,10
B19001D,79,3
B19001D,79,7
B19001D,79,10
B19001E,79,3
B19001E,79,7
B19001E,79,10
B19001F,79,3
B19001F,79,7
B19001F,79,10
B19001G,79,3
B19001G,79,7
B19001G,79,10
B19001H,79,3
B19001H,79,7
B19001H,79,10
B19001I,79,3
B19001I,79,7
B19001I,79,10
B19013,79,7
B19013,79,10
B19013A,79,3
B19013A,79,7
B19013A,79,10
B19013B,79,3
B19013B,79,7
B19013B,79,10
B19013C,79,3
B19013C,79,7
B19013C,79,10
B19013D,79,3
B19013D,79,7
B19013D,79,10
B19013E,79,3
B19013E,79,7
B19013E,79,10
B19013F,79,3
B19013F,79,7
B19013F,79,10
B19013G,79,3
B19013G,79,7
B19013G,79,10
B19013H,79,3
B19013H,79,7
B19013H,79,10
B19013I,79,3
B19013I,79,7
B19013I,79,10
B19019,79,7
B19019,79,10
B19025,79,7
B19025,79,10
B19025A,79,3
B19025A,79,7
B19025A,79,10
B19025B,79,3
B19025B,79,7
B19025B,79,10
B19025C,79,3
B19025C,79,7
B19025C,79,10
B19025D,79,3
B19025D,79,7
B19025D,79,10
B19025E,79,3
B19025E,79,7
B19025E,79,10
B19025F,79,3
B19025F,79,7
B19025F,79,10
B19025G,79,3
B19025G,79,7
B19025G,79,10
B19025H,79,3
B19025H,79,7
B19025H,79,10
B19025I,79,3
B19025I,79,7
B19025I,79,10
B19037,78,7
B19037,78,10
B19037A,80,3
B19037A,80,7
B19037A,80,10
B19037B,80,3
B19037B,80,7
B19037B,80,10
B19037C,81,3
B19037C,81,7
B19037C,81,10
B19037D,81,3
B19037D,81,7
B19037D,81,10
B19037E,82,3
B19037E,82,7
B19037E,82,10
B19037F,82,3
B19037F,82,7
B19037F,82,10
B19037G,83,3
B19037G,83,7
B19037G,83,10
B19037H,83,3
B19037H,83,7
B19037H,83,10
B19037I,84,3
B19037I,84,7
B19037I,84,10
B19049,84,1
B19049,84,7
B19049,84,10
B19050,84,1
B19050,84,7
B19050,84,10
B19051,84,7
B19051,84,10
B19052,84,7
B19052,84,10
B19053,84,17
B19053,84,7
B19053,84,10
B19054,84,7
B19054,84,10
B19055,84,7
B19055,84,10
B19056,84,7
B19056,84,10
B19057,84,19
B19057,84,7
B19057,84,10
B19058,84,19
B19058,84,7
B19058,84,10
B19059,84,7
B19059,84,10
B19060,84,7
B19060,84,10
B19061,84,7
B19061,84,10
B19062,84,7
B19062,84,10
B19063,84,17
B19063,84,7
B19063,84,10
B19064,84,7
B19064,84,10
B19065,84,7
B19065,84,10
B19066,84,7
B19066,84,10
B19067,84,19
B19067,84,7
B19067,84,10
B19069,84,7
B19069,84,10
B19070,84,7
B19070,84,10
B19080,84,7
B19080,84,10
B19081,84,7
B19081,84,10
B19082,84,7
B19082,84,10
B19083,84,10
B19101,84,7
B19101,84,10
B19101A,84,3
B19101A,84,7
B19101A,84,10
B19101B,85,3
B19101B,85,7
B19101B,85,10
B19101C,85,3
B19101C,85,7
B19101C,85,10
B19101D,85,3
B19101D,85,7
B19101D,85,10
B19101E,85,3
B19101E,85,7
B19101E,85,10
B19101F,85,3
B19101F,85,7
B19101F,85,10
B19101G,85,3
B19101G,85,7
B19101G,85,10
B19101H,85,3
B19101H,85,7
B19101H,85,10
B19101I,85,3
B19101I,85,7
B19101I,85,10
B19113,85,7
B19113,85,10
B19113A,85,3
B19113A,85,7
B19113A,85,10
B19113B,85,3
B19113B,85,7
B19113B,85,10
B19113C,85,3
B19113C,85,7
B19113C,85,10
B19113D,85,3
B19113D,85,7
B19113D,85,10
B19113E,85,3
B19113E,85,7
B19113E,85,10
B19113F,85,3
B19113F,85,7
B19113F,85,10
B19113G,85,3
B19113G,85,7
B19113G,85,10
B19113H,85,3
B19113H,85,7
B19113H,85,10
B19113I,85,3
B19113I,85,7
B19113I,85,10
B19119,85,18
B19119,85,7
B19119,85,10
B19121,86,7
B19121,86,10
B19125,86,7
B19125,86,8
B19125,86,10
B19126,86,18
B19126,86,7
B19126,86,8
B19126,86,10
B19127,86,7
B19127,86,10
B19128,86,18
B19128,86,7
B19128,86,8
B19128,86,10
B19129,86,17
B19129,86,7
B19129,86,10
B19130,86,1
B19130,86,18
B19130,86,7
B19130,86,10
B19131,86,18
B19131,86,7
B19131,86,8
B19131,86,10
B19201,87,7
B19201,87,10
B19202,87,7
B19202,87,10
B19202A,87,3
B19202A,87,7
B19202A,87,10
B19202B,87,3
B19202B,87,7
B19202B,87,10
B19202C,87,3
B19202C,87,7
B19202C,87,10
B19202D,87,3
B19202D,87,7
B19202D,87,10
B19202E,87,3
B19202E,87,7
B19202E,87,10
B19202F,87,3
B19202F,87,7
B19202F,87,10
B19202G,87,3
B19202G,87,7
B19202G,87,10
B19202H,87,3
B19202H,87,7
B19202H,87,10
B19202I,87,3
B19202I,87,7
B19202I,87,10
B19214,87,7
B19214,87,10
B19215,87,1
B19215,87,2
B19215,87,7
B19215,87,10
B19216,87,1
B19216,87,2
B19216,87,7
B19216,87,10
B19301,87,10
B19301A,87,3
B19301A,87,10
B19301B,87,3
B19301B,87,10
B19301C,87,3
B19301C,87,10
B19301D,87,3
B19301D,87,10
B19301E,87,3
B19301E,87,10
B19301F,87,3
B19301F,87,10
B19301G,87,3
B19301G,87,10
B19301H,87,3
B19301H,87,10
B19301I,87,3
B19301I,87,10
B19313,87,10
B19313A,87,3
B19313A,87,10
B19313B,87,3
B19313B,87,10
B19313C,87,3
B19313C,87,10
B19313D,87,3
B19313D,87,10
B19313E,87,3
B19313E,87,10
B19313F,87,3
B19313F,87,10
B19313G,87,3
B19313G,87,10
B19313H,87,3
B19313H,87,10
B19313I,87,3
B19313I,87,10
B19325,87,2
B19325,87,17
B19325,87,10
B19326,87,2
B19326,87,17
B19326,87,10
B20001,88,2
B20001,88,10
B20002,88,2
B20002,88,10
B20003,88,2
B20003,88,17
B20003,88,10
B20004,88,13
B20004,88,2
B20004,88,10
B20005,88,2
B20005,88,17
B20005,88,10
B20005A,89,2
B20005A,89,17
B20005A,89,3
B20005A,89,10
B20005B,89,2
B20005B,89,17
B20005B,89,3
B20005B,89,10
B20005C,90,2
B20005C,90,3
B20005C,90,17
B20005C,90,10
B20005D,91,2
B20005D,91,3
B20005D,91,17
B20005D,91,10
B20005E,91,2
B20005E,91,17
B20005E,91,3
B20005E,91,10
B20005F,92,2
B20005F,92,3
B20005F,92,17
B20005F,92,10
B20005G,93,2
B20005G,93,3
B20005G,93,17
B20005G,93,10
B20005H,93,2
B20005H,93,17
B20005H,93,3
B20005H,93,10
B20005I,94,2
B20005I,94,17
B20005I,94,3
B20005I,94,10
B20017,94,2
B20017,94,17
B20017,94,10
B20017A,94,2
B20017A,94,17
B20017A,94,10
B20017B,94,2
B20017B,94,17
B20017B,94,10
B20017C,94,2
B20017C,94,17
B20017C,94,10
B20017D,94,2
B20017D,94,17
B20017D,94,10
B20017E,94,2
B20017E,94,17
B20017E,94,10
B20017F,94,2
B20017F,94,17
B20017F,94,10
B20017G,94,2
B20017G,94,17
B20017G,94,10
B20017H,94,2
B20017H,94,17
B20017H,94,10
B20017I,94,2
B20017I,94,17
B20017I,94,3
B20017I,94,10
B21001,95,1
B21001,95,25
B21001,95,2
B21001A,95,1
B21001A,95,3
B21001A,95,25
B21001A,95,2
B21001B,95,1
B21001B,95,3
B21001B,95,25
B21001B,95,2
B21001C,95,1
B21001C,95,3
B21001C,95,25
B21001C,95,2
B21001D,95,1
B21001D,95,3
B21001D,95,25
B21001D,95,2
B21001E,96,1
B21001E,96,3
B21001E,96,25
B21001E,96,2
B21001F,96,1
B21001F,96,3
B21001F,96,25
B21001F,96,2
B21001G,96,1
B21001G,96,3
B21001G,96,25
B21001G,96,2
B21001H,96,1
B21001H,96,3
B21001H,96,25
B21001H,96,2
B21001I,96,1
B21001I,96,3
B21001I,96,25
B21001I,96,2
B21002,97,25
B21003,97,13
B21003,97,25
B21004,97,2
B21004,97,25
B21004,97,10
B21005,97,17
B21005,97,1
B21005,97,25
B22001,98,19
B22001,98,7
B22002,98,19
B22002,98,7
B22002,98,8
B22003,98,19
B22003,98,9
B22003,98,7
B22005A,98,19
B22005A,98,3
B22005A,98,7
B22005B,98,19
B22005B,98,3
B22005B,98,7
B22005C,98,19
B22005C,98,3
B22005C,98,7
B22005D,98,19
B22005D,98,3
B22005D,98,7
B22005E,98,19
B22005E,98,3
B22005E,98,7
B22005F,98,19
B22005F,98,3
B22005F,98,7
B22005G,98,19
B22005G,98,3
B22005G,98,7
B22005H,98,19
