table_id,sequence_number,topic_id
B06003PR,20,5
B06003PR,20,2
C06003PR,20,5
C06003PR,20,2
B06004A,20,5
B06004A,20,3
B06004B,20,5
B06004B,20,3
B06004C,20,5
B06004C,20,3
B06004D,20,5
B06004D,20,3
B06004E,20,5
B06004E,20,3
B06004F,20,5
B06004F,20,3
B06004G,20,5
B06004G,20,3
B06004H,20,5
B06004H,20,3
B06004I,20,5
B06004I,20,3
B06004APR,20,5
B06004APR,20,3
B06004BPR,20,5
B06004BPR,20,3
B06004CPR,20,5
B06004CPR,20,3
B06004DPR,20,5
B06004DPR,20,3
B06004EPR,20,5
B06004EPR,20,3
B06004FPR,20,5
B06004FPR,20,3
B06004GPR,20,5
B06004GPR,20,3
B06004HPR,20,5
B06004HPR,20,3
B06004IPR,20,5
B06004IPR,20,3
B06007,20,5
B06007,20,11
C06007,20,5
C06007,20,11
B06007PR,20,5
B06007PR,20,11
C06007PR,21,5
C06007PR,21,11
B06008,21,12
B06008,21,5
C06008,21,12
C06008,21,5
B06008PR,21,12
B06008PR,21,5
C06008PR,21,12
C06008PR,21,5
B06009,21,5
B06009,21,13
B06009PR,21,5
B06009PR,21,13
B06010,22,5
B06010,22,10
B06010PR,22,5
B06010PR,22,10
C06010PR,22,5
C06010PR,22,10
B06011,22,5
B06011,22,10
B06011PR,22,5
B06011PR,22,10
B06012,22,5
B06012,22,9
B06012PR,22,5
B06012PR,22,9
B07001,23,1
B07001,23,14
C07001,23,1
C07001,23,14
B07001PR,24,1
B07001PR,24,14
C07001PR,24,1
C07001PR,24,14
B07002,24,1
B07002,24,14
B07002PR,24,1
B07002PR,24,14
B07003,24,14
B07003,24,2
B07003PR,24,14
B07003PR,24,2
B07004A,24,3
B07004A,24,14
B07004B,24,3
B07004B,24,14
B07004C,24,3
B07004C,24,14
B07004D,24,3
B07004D,24,14
B07004E,24,3
B07004E,24,14
B07004F,24,3
B07004F,24,14
B07004G,25,3
B07004G,25,14
B07004H,25,3
B07004H,25,14
B07004I,25,3
B07004I,25,14
B07004APR,25,3
B07004APR,25,14
B07004BPR,25,3
B07004BPR,25,14
B07004CPR,25,3
B07004CPR,25,14
B07004DPR,25,3
B07004DPR,25,14
B07004EPR,25,3
B07004EPR,25,14
B07004FPR,25,3
B07004FPR,25,14
B07004GPR,25,3
B07004GPR,25,14
B07004HPR,25,3
B07004HPR,25,14
B07004IPR,25,3
B07004IPR,25,14
B07007,25,14
B07007,25,6
B07007PR,25,14
B07007PR,25,6
B07008,25,12
B07008,25,14
C07008,25,12
C07008,25,14
B07008PR,25,12
B07008PR,25,14
C07008PR,26,12
C07008PR,26,14
B07009,26,13
B07009,26,14
B07009PR,26,13
B07009PR,26,14
B07010,26,14
B07010,26,10
B07010PR,26,14
B07010PR,26,10
B07011,26,14
B07011,26,10
B07011PR,27,14
B07011PR,27,10
B07012,27,9
B07012,27,14
B07012PR,27,9
B07012PR,27,14
B07013,27,14
B07013,27,15
B07013PR,27,14
B07013PR,27,15
B07101,27,14
B07201,27,14
C07201,27,14
B07201PR,27,14
C07201PR,27,14
B07202,27,14
C07202,27,14
B07202PR,28,14
B07203,28,14
C07203,28,14
B07203PR,28,14
B07204,28,14
C07204,28,14
B07204PR,28,14
C07204PR,28,14
B07401,29,1
B07401,29,14
C07401,29,1
C07401,29,14
B07401PR,29,1
B07401PR,29,14
C07401PR,30,1
C07401PR,30,14
B07402,30,1
B07402,30,14
B07402PR,30,1
B07402PR,30,14
B07403,30,14
B07403,30,2
B07403PR,30,14
B07403PR,30,2
B07404A,30,3
B07404A,30,14
B07404APR,30,3
B07404APR,30,14
B07404B,30,3
B07404B,30,14
B07404BPR,30,3
B07404BPR,30,14
B07404C,30,3
B07404C,30,14
B07404CPR,30,3
B07404CPR,30,14
B07404D,30,3
B07404D,30,14
B07404DPR,30,3
B07404DPR,30,14
B07404E,30,3
B07404E,30,14
B07404EPR,30,3
B07404EPR,30,14
B07404F,30,3
B07404F,30,14
B07404FPR,30,3
B07404FPR,30,14
B07404G,30,3
B07404G,30,14
B07404GPR,30,3
B07404GPR,30,14
B07404H,30,3
B07404H,30,14
B07404HPR,30,3
B07404HPR,30,14
B07404I,30,3
B07404I,30,14
B07404IPR,30,3
B07404IPR,30,14
B07407,30,14
B07407,30,6
B07407PR,30,14
B07407PR,30,6
B07408,31,12
B07408,31,14
C07408,31,12
C07408,31,14
B07408PR,31,12
B07408PR,31,14
C07408PR,31,12
C07408PR,31,14
B07409,31,13
B07409,31,14
B07409PR,31,13
B07409PR,31,14
B07410,31,14
B07410,31,10
B07410PR,32,14
B07410PR,32,10
B07411,32,14
B07411,32,10
B07411PR,32,14
B07411PR,32,10
B07412,32,9
B07412,32,14
B07412PR,32,9
B07412PR,32,14
B07413,32,14
B07413,32,15
B07413PR,32,14
B07413PR,32,15
B08006,33,16
B08006,33,17
C08006,33,16
C08006,33,17
B08007,33,16
B08007,33,17
C08007,33,16
C08007,33,17
B08008,33,16
B08008,33,17
B08009,33,16
B08009,33,17
B08011,33,16
B08011,33,17
C08011,33,16
C08011,33,17
B08012,34,16
B08012,34,17
C08012,34,16
C08012,34,17
B08013,34,16
B08013,34,17
B08013,34,2
B08014,34,16
B08014,34,17
C08014,34,16
C08014,34,17
B08015,34,16
B08015,34,17
B08015,34,2
B08016,34,16
B08016,34,17
C08016,34,16
C08016,34,17
B08017,34,16
B08017,34,17
C08017,34,16
C08017,34,17
B08018,34,16
B08018,34,17
C08018,34,16
C08018,34,17
B08101,34,1
B08101,34,16
B08101,34,17
C08101,35,1
C08101,35,16
C08101,35,17
B08103,35,1
B08103,35,16
B08103,35,17
B08105A,35,16
B08105A,35,17
B08105A,35,3
C08105A,35,16
C08105A,35,17
C08105A,35,3
B08105B,35,16
B08105B,35,17
B08105B,35,3
C08105B,35,16
C08105B,35,17
C08105B,35,3
B08105C,35,16
B08105C,35,17
B08105C,35,3
C08105C,35,16
C08105C,35,17
C08105C,35,3
B08105D,35,16
B08105D,35,17
B08105D,35,3
C08105D,35,16
C08105D,35,17
C08105D,35,3
B08105E,35,16
B08105E,35,17
B08105E,35,3
C08105E,35,16
C08105E,35,17
C08105E,35,3
B08105F,35,16
B08105F,35,17
B08105F,35,3
C08105F,35,16
C08105F,35,17
C08105F,35,3
B08105G,35,16
B08105G,35,17
B08105G,35,3
C08105G,35,16
C08105G,35,17
C08105G,35,3
B08105H,35,16
B08105H,35,17
B08105H,35,3
C08105H,35,16
C08105H,35,17
C08105H,35,3
B08105I,35,16
B08105I,35,17
B08105I,35,3
C08105I,35,16
C08105I,35,17
C08105I,35,3
B08111,35,16
B08111,35,17
B08111,35,6
C08111,35,16
C08111,35,17
C08111,35,6
B08113,36,16
B08113,36,17
B08113,36,11
C08113,36,16
C08113,36,17
C08113,36,11
B08119,36,16
B08119,36,17
B08119,36,10
C08119,36,16
C08119,36,17
C08119,36,10
B08121,36,16
B08121,36,17
B08121,36,10
B08122,36,17
B08122,36,16
B08122,36,9
C08122,37,17
C08122,37,16
C08122,37,9
B08124,37,16
B08124,37,17
C08124,37,16
C08124,37,17
B08126,37,16
B08126,37,17
C08126,38,16
C08126,38,17
B08128,38,16
B08128,38,17
C08128,38,16
C08128,38,17
B08130,38,16
B08130,38,17
C08130,38,16
C08130,38,17
B08131,39,16
B08131,39,17
B08132,39,16
B08132,39,17
C08132,39,16
C08132,39,17
B08133,39,16
B08133,39,17
C08133,39,16
C08133,39,17
B08134,40,16
B08134,40,17
C08134,40,16
C08134,40,17
B08135,40,16
B08135,40,17
B08136,40,16
B08136,40,17
C08136,40,16
C08136,40,17
B08137,40,16
B08137,40,17
B08137,40,15
C08137,40,16
C08137,40,17
C08137,40,15
B08141,41,16
B08141,41,17
C08141,41,16
C08141,41,17
B08201,41,16
B08201,41,7
C08201,41,16
C08201,41,7
B08202,41,17
B08202,41,16
B08202,41,7
C08202,41,17
C08202,41,16
C08202,41,7
B08203,41,17
B08203,41,16
B08203,41,7
C08203,41,17
C08203,41,16
C08203,41,7
B08301,41,16
B08301,41,17
C08301,41,16
C08301,41,17
B08302,42,16
B08302,42,17
C08302,42,16
C08302,42,17
B08303,42,16
B08303,42,17
C08303,42,16
C08303,42,17
B08406,43,16
B08406,43,17
C08406,43,16
C08406,43,17
B08412,43,16
B08412,43,17
C08412,43,16
C08412,43,17
B08501,43,1
B08501,43,16
B08501,43,17
C08501,44,1
C08501,44,16
C08501,44,17
B08503,44,1
B08503,44,16
B08503,44,17
B08505A,44,16
B08505A,44,17
B08505A,44,3
C08505A,44,16
C08505A,44,17
C08505A,44,3
B08505B,44,16
B08505B,44,17
B08505B,44,3
C08505B,44,16
C08505B,44,17
C08505B,44,3
B08505C,44,16
B08505C,44,17
B08505C,44,3
C08505C,44,16
C08505C,44,17
C08505C,44,3
B08505D,44,16
B08505D,44,17
B08505D,44,3
C08505D,44,16
C08505D,44,17
C08505D,44,3
B08505E,44,16
B08505E,44,17
B08505E,44,3
C08505E,44,16
C08505E,44,17
C08505E,44,3
B08505F,44,16
B08505F,44,17
B08505F,44,3
C08505F,44,16
C08505F,44,17
C08505F,44,3
B08505G,44,16
B08505G,44,17
B08505G,44,3
C08505G,44,16
C08505G,44,17
C08505G,44,3
B08505H,44,16
B08505H,44,17
B08505H,44,3
C08505H,44,16
C08505H,44,17
C08505H,44,3
B08505I,44,16
B08505I,44,17
B08505I,44,3
C08505I,44,16
C08505I,44,17
C08505I,44,3
B08511,44,16
B08511,44,17
B08511,44,6
C08511,44,16
C08511,44,17
C08511,44,6
B08513,45,16
B08513,45,17
B08513,45,11
C08513,45,16
C08513,45,17
C08513,45,11
B08519,45,16
B08519,45,17
B08519,45,10
C08519,45,16
C08519,45,17
C08519,45,10
B08521,45,16
B08521,45,17
B08521,45,10
B08522,45,17
B08522,45,16
B08522,45,9
C08522,46,17
C08522,46,16
C08522,46,9
B08524,46,16
B08524,46,17
C08524,46,16
C08524,46,17
B08526,46,16
B08526,46,17
C08526,47,16
C08526,47,17
B08528,47,16
B08528,47,17
C08528,47,16
C08528,47,17
B08532,48,16
B08532,48,17
C08532,48,16
C08532,48,17
B08534,49,16
B08534,49,17
C08534,49,16
C08534,49,17
B08536,49,16
B08536,49,17
C08536,49,16
C08536,49,17
B08537,49,16
B08537,49,17
B08537,49,15
C08537,49,16
C08537,49,17
C08537,49,15
B08541,50,16
B08541,50,17
C08541,50,16
C08541,50,17
B08601,50,16
B08601,50,17
C08601,50,16
C08601,50,17
B08602,50,16
B08602,50,17
C08602,50,16
C08602,50,17
B08603,50,16
B08603,50,17
C08603,50,16
C08603,50,17
B08604,50,16
B08604,50,17
B09001,51,1
B09001,51,8
B09002,51,18
B09002,51,7
B09002,51,8
B09005,51,7
B09005,51,8
B09006,51,7
B09006,51,8
B09008,51,7
B09008,51,8
C09008,51,7
C09008,51,8
B09010,51,19
B09010,51,7
B09010,51,8
B09010,51,10
B09016,51,7
B09016,51,8
B09016,51,20
C09016,51,7
C09016,51,8
C09016,51,20
B09017,51,21
B09017,51,7
B09017,51,8
B09018,51,7
B09018,51,8
B09019,51,7
B09019,51,8
B09019,51,20
B09020,51,21
B09020,51,7
B09020,51,8
B10001,52,22
B10001,52,1
B10001,52,7
B10001,52,8
B10002,52,22
B10002,52,7
B10002,52,8
B10010,52,22
B10010,52,7
B10010,52,8
B10010,52,10
B10050,52,22
B10050,52,8
B10051,52,22
B10051,52,8
B10051A,52,22
B10051A,52,3
B10051A,52,8
B10051B,52,22
B10051B,52,3
B10051B,52,8
B10051C,52,22
B10051C,52,3
B10051C,52,8
B10051D,52,22
B10051D,52,3
B10051D,52,8
B10051E,52,22
B10051E,52,3
B10051E,52,8
B10051F,52,22
B10051F,52,3
B10051F,52,8
B10051G,52,22
B10051G,52,3
B10051G,52,8
B10051H,52,22
B10051H,52,3
B10051H,52,8
B10051I,52,22
B10051I,52,3
B10051I,52,8
B10052,52,22
B10052,52,23
B10052,52,8
B10053,52,22
B10053,52,1
B10053,52,8
B10053,52,5
B10054,52,22
B10054,52,8
B10054,52,11
B10056,52,22
B10056,52,8
B10057,52,12
B10057,52,22
B10057,52,8
B10058,52,22
B10058,52,17
B10058,52,8
B10059,52,22
B10059,52,9
B10059,52,8
B10060,52,22
B10060,52,8
B10060,52,24
B10061,52,22
B10061,52,8
B10061,52,15
B10063,52,22
B10063,52,7
B10063,52,8
B11001,53,7
B11001A,53,3
B11001A,53,7
C11001A,53,3
C11001A,53,7
B11001B,53,3
B11001B,53,7
C11001B,53,3
C11001B,53,7
B11001C,53,3
B11001C,53,7
C11001C,53,3
C11001C,53,7
B11001D,53,3
B11001D,53,7
C11001D,53,3
C11001D,53,7
B11001E,53,3
B11001E,53,7
C11001E,53,3
C11001E,53,7
B11001F,53,3
B11001F,53,7
C11001F,53,3
C11001F,53,7
B11001G,53,3
B11001G,53,7
C11001G,53,3
C11001G,53,7
B11001H,53,3
B11001H,53,7
C11001H,53,3
C11001H,53,7
B11001I,53,3
B11001I,53,7
C11001I,53,3
C11001I,53,7
B11002,53,7
B11002A,53,3
B11002A,53,7
C11002A,54,3
C11002A,54,7
B11002B,53,3
B11002B,53,7
C11002B,54,3
C11002B,54,7
B11002C,53,3
B11002C,53,7
C11002C,54,3
C11002C,54,7
B11002D,53,3
B11002D,53,7
C11002D,54,3
C11002D,54,7
B11002E,53,3
B11002E,53,7
C11002E,54,3
C11002E,54,7
B11002F,53,3
B11002F,53,7
C11002F,54,3
C11002F,54,7
B11002G,53,3
B11002G,53,7
C11002G,54,3
C11002G,54,7
B11002H,53,3
B11002H,53,7
C11002H,54,3
C11002H,54,7
B11002I,54,3
B11002I,54,7
C11002I,54,3
C11002I,54,7
B11003,54,7
B11003,54,8
B11004,54,7
B11004,54,8
B11005,54,7
B11005,54,8
C11005,54,7
C11005,54,8
B11006,54,7
B11007,54,21
B11007,54,7
B11009,54,7
B11009,54,2
B11010,54,1
B11010,54,7
B11010,54,2
C11010,54,1
C11010,54,7
C11010,54,2
B11011,54,7
B11011,54,24
B11012,54,7
B11012,54,15
B11013,54,7
B11013,54,8
C11013,54,7
B11014,54,7
B11014,54,20
C11014,54,7
B11015,54,7
B11016,55,7
C11016,55,7
B11017,55,7
B12001,56,12
B12001,56,2
B12002,56,12
B12002,56,1
B12002,56,2
C12002,57,12
C12002,57,1
C12002,57,2
B12002A,56,12
B12002A,56,3
B12002A,56,2
C12002A,57,12
C12002A,57,3
B12002B,56,12
B12002B,56,3
B12002B,56,2
C12002B,57,12
C12002B,57,3
B12002C,56,12
B12002C,56,3
B12002C,56,2
C12002C,57,12
C12002C,57,3
B12002D,57,12
B12002D,57,3
B12002D,57,2
C12002D,57,12
C12002D,57,3
B12002E,57,12
B12002E,57,3
B12002E,57,2
C12002E,57,12
C12002E,57,3
B12002F,57,12
B12002F,57,3
B12002F,57,2
C12002F,57,12
C12002F,57,3
B12002G,57,12
B12002G,57,3
B12002G,57,2
C12002G,57,12
C12002G,57,3
B12002H,57,12
B12002H,57,3
B12002H,57,2
C12002H,57,12
C12002H,57,3
B12002I,57,12
B12002I,57,3
B12002I,57,2
C12002I,57,12
C12002I,57,3
B12005,57,12
B12005,57,5
B12006,58,12
B12006,58,2
B12007,58,12
B12007A,58,12
B12007A,58,3
B12007B,58,12
B12007B,58,3
B12007C,58,12
B12007C,58,3
B12007D,58,12
B12007D,58,3
B12007E,58,12
B12007E,58,3
B12007F,58,12
B12007F,58,3
B12007G,58,12
B12007G,58,3
B12007H,58,12
B12007H,58,3
B12007I,58,12
B12007I,58,3
B12501,58,12
B12501,58,2
B12502,58,12
B12502,58,2
B12503,58,12
B12503,58,2
B12504,58,12
B12504,58,2
B12505,58,12
B12505,58,2
B13001,59,12
B13001,59,1
B13001,59,25
B13002,59,12
B13002,59,25
B13002A,59,12
B13002A,59,25
B13002A,59,3
B13002B,59,12
B13002B,59,25
B13002B,59,3
B13002C,59,12
B13002C,59,25
B13002C,59,3
B13002D,59,12
B13002D,59,25
B13002D,59,3
B13002E,59,12
B13002E,59,25
B13002E,59,3
B13002F,59,12
B13002F,59,25
B13002F,59,3
B13002G,59,12
B13002G,59,25
B13002G,59,3
B13002H,59,12
B13002H,59,25
B13002H,59,3
B13002I,59,12
B13002I,59,25
B13002I,59,3
B13004,59,12
B13004,59,25
C13004,59,12
C13004,59,25
B13008,59,12
B13008,59,5
B13008,59,25
B13010,59,12
B13010,59,25
B13010,59,9
B13012,59,12
B13012,59,25
B13014,59,12
B13014,59,25
B13014,59,13
B13015,59,19
B13015,59,12
B13015,59,25
B13015,59,10
B13016,59,1
B13016,59,25
B14001,60,13
B14002,60,13
B14002,60,2
C14002,60,13
B14003,60,1
B14003,60,13
B14003,60,2
C14003,60,1
C14003,60,13
B14004,60,1
B14004,60,13
B14004,60,2
B14005,60,13
B14005,60,17
B14005,60,2
C14005,61,13
C14005,61,17
C14005,61,2
B14006,61,13
B14006,61,9
C14006,61,13
C14006,61,9
B14007,61,13
B14007A,61,13
B14007A,61,3
C14007A,62,13
C14007A,62,3
B14007B,61,13
B14007B,61,3
C14007B,62,13
C14007B,62,3
B14007C,61,13
B14007C,61,3
C14007C,62,13
C14007C,62,3
B14007D,61,13
B14007D,61,3
C14007D,62,13
C14007D,62,3
B14007E,61,13
B14007E,61,3
C14007E,62,13
C14007E,62,3
B14007F,61,13
B14007F,61,3
C14007F,62,13
C14007F,62,3
B14007G,61,13
B14007G,61,3
C14007G,62,13
C14007G,62,3
B14007H,61,13
B14007H,61,3
C14007H,62,13
C14007H,62,3
B14007I,62,13
B14007I,62,3
C14007I,62,13
C14007I,62,3
B15001,63,1
B15001,63,13
B15001,63,2
C15001,63,1
C15001,63,13
C15001,63,2
B15002,63,13
B15002,63,2
C15002,64,13
C15002,64,2
B15002A,63,13
B15002A,63,3
B15002A,63,2
C15002A,64,13
C15002A,64,3
C15002A,64,2
B15002B,63,13
B15002B,63,3
B15002B,63,2
C15002B,64,13
C15002B,64,3
C15002B,64,2
B15002C,63,13
B15002C,63,3
B15002C,63,2
C15002C,64,13
C15002C,64,3
C15002C,64,2
B15002D,64,13
B15002D,64,3
B15002D,64,2
C15002D,64,13
C15002D,64,3
C15002D,64,2
B15002E,64,13
B15002E,64,3
B15002E,64,2
C15002E,64,13
C15002E,64,3
C15002E,64,2
B15002F,64,13
B15002F,64,3
B15002F,64,2
C15002F,64,13
C15002F,64,3
C15002F,64,2
B15002G,64,13
B15002G,64,3
B15002G,64,2
C15002G,64,13
C15002G,64,3
C15002G,64,2
B15002H,64,13
B15002H,64,3
B15002H,64,2
C15002H,64,13
C15002H,64,3
C15002H,64,2
B15002I,64,13
B15002I,64,3
B15002I,64,2
C15002I,64,13
C15002I,64,3
C15002I,64,2
B15003,65,13
C15003,65,13
B15010,65,13
C15010,65,13
C15010A,65,13
C15010A,65,3
C15010B,65,13
C15010B,65,3
C15010C,65,13
C15010C,65,3
C15010D,65,13
C15010D,65,3
C15010E,65,13
C15010E,65,3
C15010F,65,13
C15010F,65,3
C15010G,65,13
C15010G,65,3
C15010H,65,13
C15010H,65,3
C15010I,65,13
C15010I,65,3
B15011,65,1
B15011,65,13
B15011,65,2
B15012,65,13
B16001,66,11
C16001,66,11
B16002,66,1
B16002,66,7
B16002,66,11
B16003,66,1
B16003,66,7
B16003,66,11
C16003,66,1
C16003,66,7
C16003,66,11
B16004,66,1
B16004,66,11
C16004,67,1
C16004,67,11
B16005,67,5
B16005,67,11
C16005,67,5
C16005,67,11
B16005A,67,5
B16005A,67,3
B16005A,67,11
B16005B,67,5
B16005B,67,3
B16005B,67,11
B16005C,67,5
B16005C,67,3
B16005C,67,11
B16005D,67,5
B16005D,67,3
B16005D,67,11
B16005E,67,5
B16005E,67,3
B16005E,67,11
B16005F,67,5
B16005F,67,3
B16005F,67,11
B16005G,67,5
B16005G,67,3
B16005G,67,11
B16005H,67,5
B16005H,67,3
B16005H,67,11
B16005I,67,5
B16005I,67,3
B16005I,67,11
B16006,67,3
B16006,67,11
C16006,67,3
C16006,67,11
B16007,68,1
B16007,68,11
C16007,68,1
C16007,68,11
B16008,68,1
B16008,68,6
B16008,68,11
C16008,68,1
C16008,68,6
C16008,68,11
B16009,68,1
B16009,68,9
B16009,68,11
C16009,68,9
C16009,68,11
B16010,68,13
B16010,68,17
B16010,68,11
C16010,68,13
C16010,68,17
C16010,68,11
B17001,69,1
B17001,69,9
B17001,69,2
C17001,71,1
C17001,71,9
C17001,71,2
B17001A,69,1
B17001A,69,3
B17001A,69,9
B17001A,69,2
C17001A,71,1
C17001A,71,3
C17001A,71,9
C17001A,71,2
B17001B,69,1
B17001B,69,3
B17001B,69,9
B17001B,69,2
C17001B,71,1
C17001B,71,3
C17001B,71,9
C17001B,71,2
B17001C,69,1
B17001C,69,3
B17001C,69,9
B17001C,69,2
C17001C,71,1
C17001C,71,3
C17001C,71,9
C17001C,71,2
B17001D,70,1
B17001D,70,3
B17001D,70,9
B17001D,70,2
C17001D,71,1
C17001D,71,3
C17001D,71,9
C17001D,71,2
B17001E,70,1
B17001E,70,3
B17001E,70,9
B17001E,70,2
C17001E,71,1
C17001E,71,3
C17001E,71,9
C17001E,71,2
B17001F,70,1
B17001F,70,3
B17001F,70,9
B17001F,70,2
C17001F,72,1
C17001F,72,3
C17001F,72,9
C17001F,72,2
B17001G,70,1
B17001G,70,3
B17001G,70,9
B17001G,70,2
C17001G,72,1
C17001G,72,3
C17001G,72,9
C17001G,72,2
B17001H,71,1
B17001H,71,3
B17001H,71,9
B17001H,71,2
C17001H,72,1
C17001H,72,3
C17001H,72,9
C17001H,72,2
B17001I,71,1
B17001I,71,3
B17001I,71,9
B17001I,71,2
C17001I,72,1
C17001I,72,3
C17001I,72,9
C17001I,72,2
B17002,72,9
B17002,72,10
C17002,72,9
C17002,72,10
B17003,72,13
B17003,72,9
B17003,72,2
C17003,72,13
C17003,72,9
B17004,72,17
B17004,72,9
B17004,72,2
C17004,72,17
C17004,72,9
B17005,72,17
B17005,72,9
B17005,72,2
B17006,72,7
B17006,72,1
B17006,72,18
B17006,72,9
B17006,72,8
C17006,72,7
C17006,72,18
C17006,72,9
C17006,72,8
B17007,73,1
B17007,73,9
B17007,73,2
C17007,73,9
C17007,73,2
B17008,73,2
B17008,73,9
B17008,73,10
B17009,73,7
B17009,73,17
B17009,73,9
C17009,73,17
C17009,73,9
B17010,73,7
B17010,73,1
B17010,73,18
B17010,73,9
B17010,73,8
C17010,75,7
C17010,75,18
C17010,75,9
C17010,75,8
B17010A,73,3
B17010A,73,7
B17010A,73,1
B17010A,73,18
B17010A,73,9
B17010A,73,8
C17010A,75,7
C17010A,75,18
C17010A,75,9
C17010A,75,8
C17010A,75,3
B17010B,73,3
B17010B,73,7
B17010B,73,1
B17010B,73,18
B17010B,73,9
B17010B,73,8
C17010B,75,7
C17010B,75,18
C17010B,75,9
C17010B,75,8
C17010B,75,3
B17010C,74,3
