table_id,sequence_number,topic_id
B06004A,19,5
B06004A,19,3
B06004B,19,5
B06004B,19,3
B06004C,19,5
B06004C,19,3
B06004D,19,5
B06004D,19,3
B06004E,19,5
B06004E,19,3
B06004F,19,5
B06004F,19,3
B06004G,19,5
B06004G,19,3
B06004H,19,5
B06004H,19,3
B06004I,19,5
B06004I,19,3
B06004APR,19,5
B06004APR,19,3
B06004BPR,19,5
B06004BPR,19,3
B06004CPR,19,5
B06004CPR,19,3
B06004DPR,19,5
B06004DPR,19,3
B06004EPR,19,5
B06004EPR,19,3
B06004FPR,19,5
B06004FPR,19,3
B06004GPR,19,5
B06004GPR,19,3
B06004HPR,19,5
B06004HPR,19,3
B06004IPR,19,5
B06004IPR,19,3
B06007,19,5
B06007,19,11
C06007,19,5
C06007,19,11
B06007PR,19,5
B06007PR,19,11
C06007PR,20,5
C06007PR,20,11
B06008,20,12
B06008,20,5
C06008,20,12
C06008,20,5
B06008PR,20,12
B06008PR,20,5
C06008PR,20,12
C06008PR,20,5
B06009,20,5
B06009,20,13
B06009PR,20,5
B06009PR,20,13
B06010,21,5
B06010,21,10
B06010PR,21,5
B06010PR,21,10
C06010PR,21,5
C06010PR,21,10
B06011,21,5
B06011,21,10
B06011PR,21,5
B06011PR,21,10
B06012,21,5
B06012,21,9
B06012PR,21,5
B06012PR,21,9
B07001,22,1
B07001,22,14
C07001,22,1
C07001,22,14
B07001PR,23,1
B07001PR,23,14
C07001PR,23,1
C07001PR,23,14
B07002,23,1
B07002,23,14
B07002PR,23,1
B07002PR,23,14
B07003,23,14
B07003,23,2
B07003PR,23,14
B07003PR,23,2
B07004A,23,3
B07004A,23,14
B07004B,23,3
B07004B,23,14
B07004C,23,3
B07004C,23,14
B07004D,23,3
B07004D,23,14
B07004E,23,3
B07004E,23,14
B07004F,23,3
B07004F,23,14
B07004G,24,3
B07004G,24,14
B07004H,24,3
B07004H,24,14
B07004I,24,3
B07004I,24,14
B07004APR,24,3
B07004APR,24,14
B07004BPR,24,3
B07004BPR,24,14
B07004CPR,24,3
B07004CPR,24,14
B07004DPR,24,3
B07004DPR,24,14
B07004EPR,24,3
B07004EPR,24,14
B07004FPR,24,3
B07004FPR,24,14
B07004GPR,24,3
B07004GPR,24,14
B07004HPR,24,3
B07004HPR,24,14
B07004IPR,24,3
B07004IPR,24,14
B07007,24,14
B07007,24,6
B07007PR,24,14
B07007PR,24,6
B07008,24,12
B07008,24,14
C07008,24,12
C07008,24,14
B07008PR,24,12
B07008PR,24,14
C07008PR,25,12
C07008PR,25,14
B07009,25,13
B07009,25,14
B07009PR,25,13
B07009PR,25,14
B07010,25,14
B07010,25,10
B07010PR,25,14
B07010PR,25,10
B07011,25,14
B07011,25,10
B07011PR,26,14
B07011PR,26,10
B07012,26,9
B07012,26,14
B07012PR,26,9
B07012PR,26,14
B07013,26,14
B07013,26,15
B07013PR,26,14
B07013PR,26,15
B07101,26,14
B07201,26,14
C07201,26,14
B07201PR,26,14
C07201PR,26,14
B07202,26,14
C07202,26,14
B07202PR,27,14
B07203,27,14
C07203,27,14
B07203PR,27,14
B07204,27,14
C07204,27,14
B07204PR,27,14
C07204PR,27,14
B07401,28,1
B07401,28,14
C07401,28,1
C07401,28,14
B07401PR,28,1
B07401PR,28,14
C07401PR,29,1
C07401PR,29,14
B07402,29,1
B07402,29,14
B07402PR,29,1
B07402PR,29,14
B07403,29,14
B07403,29,2
B07403PR,29,14
B07403PR,29,2
B07404A,29,3
B07404A,29,14
B07404APR,29,3
B07404APR,29,14
B07404B,29,3
B07404B,29,14
B07404BPR,29,3
B07404BPR,29,14
B07404C,29,3
B07404C,29,14
B07404CPR,29,3
B07404CPR,29,14
B07404D,29,3
B07404D,29,14
B07404DPR,29,3
B07404DPR,29,14
B07404E,29,3
B07404E,29,14
B07404EPR,29,3
B07404EPR,29,14
B07404F,29,3
B07404F,29,14
B07404FPR,29,3
B07404FPR,29,14
B07404G,29,3
B07404G,29,14
B07404GPR,29,3
B07404GPR,29,14
B07404H,29,3
B07404H,29,14
B07404HPR,29,3
B07404HPR,29,14
B07404I,29,3
B07404I,29,14
B07404IPR,29,3
B07404IPR,29,14
B07407,29,14
B07407,29,6
B07407PR,29,14
B07407PR,29,6
B07408,30,12
B07408,30,14
C07408,30,12
C07408,30,14
B07408PR,30,12
B07408PR,30,14
C07408PR,30,12
C07408PR,30,14
B07409,30,13
B07409,30,14
B07409PR,30,13
B07409PR,30,14
B07410,30,14
B07410,30,10
B07410PR,31,14
B07410PR,31,10
B07411,31,14
B07411,31,10
B07411PR,31,14
B07411PR,31,10
B07412,31,9
B07412,31,14
B07412PR,31,9
B07412PR,31,14
B07413,31,14
B07413,31,15
B07413PR,31,14
B07413PR,31,15
B08006,32,16
B08006,32,17
C08006,32,16
C08006,32,17
B08007,32,16
B08007,32,17
C08007,32,16
C08007,32,17
B08008,32,16
B08008,32,17
B08009,32,16
B08009,32,17
B08011,32,16
B08011,32,17
C08011,32,16
C08011,32,17
B08012,33,16
B08012,33,17
C08012,33,16
C08012,33,17
B08013,33,16
B08013,33,17
B08013,33,2
B08014,33,16
B08014,33,17
C08014,33,16
C08014,33,17
B08015,33,16
B08015,33,17
B08015,33,2
B08016,33,16
B08016,33,17
C08016,33,16
C08016,33,17
B08017,33,16
B08017,33,17
C08017,33,16
C08017,33,17
B08018,33,16
B08018,33,17
C08018,33,16
C08018,33,17
B08101,33,1
B08101,33,16
B08101,33,17
C08101,34,1
C08101,34,16
C08101,34,17
B08103,34,1
B08103,34,16
B08103,34,17
B08105A,34,16
B08105A,34,17
B08105A,34,3
C08105A,34,16
C08105A,34,17
C08105A,34,3
B08105B,34,16
B08105B,34,17
B08105B,34,3
C08105B,34,16
C08105B,34,17
C08105B,34,3
B08105C,34,16
B08105C,34,17
B08105C,34,3
C08105C,34,16
C08105C,34,17
C08105C,34,3
B08105D,34,16
B08105D,34,17
B08105D,34,3
C08105D,34,16
C08105D,34,17
C08105D,34,3
B08105E,34,16
B08105E,34,17
B08105E,34,3
C08105E,34,16
C08105E,34,17
C08105E,34,3
B08105F,34,16
B08105F,34,17
B08105F,34,3
C08105F,34,16
C08105F,34,17
C08105F,34,3
B08105G,34,16
B08105G,34,17
B08105G,34,3
C08105G,34,16
C08105G,34,17
C08105G,34,3
B08105H,34,16
B08105H,34,17
B08105H,34,3
C08105H,34,16
C08105H,34,17
C08105H,34,3
B08105I,34,16
B08105I,34,17
B08105I,34,3
C08105I,34,16
C08105I,34,17
C08105I,34,3
B08111,34,16
B08111,34,17
B08111,34,6
C08111,34,16
C08111,34,17
C08111,34,6
B08113,35,16
B08113,35,17
B08113,35,11
C08113,35,16
C08113,35,17
C08113,35,11
B08119,35,16
B08119,35,17
B08119,35,10
C08119,35,16
C08119,35,17
C08119,35,10
B08121,35,16
B08121,35,17
B08121,35,10
B08122,35,17
B08122,35,16
B08122,35,9
C08122,36,17
C08122,36,16
C08122,36,9
B08124,36,16
B08124,36,17
C08124,36,16
C08124,36,17
B08126,36,16
B08126,36,17
C08126,37,16
C08126,37,17
B08128,37,16
B08128,37,17
C08128,37,16
C08128,37,17
B08130,37,16
B08130,37,17
C08130,37,16
C08130,37,17
B08131,38,16
B08131,38,17
B08132,38,16
B08132,38,17
C08132,38,16
C08132,38,17
B08133,38,16
B08133,38,17
C08133,38,16
C08133,38,17
B08134,39,16
B08134,39,17
C08134,39,16
C08134,39,17
B08135,39,16
B08135,39,17
B08136,39,16
B08136,39,17
C08136,39,16
C08136,39,17
B08137,39,16
B08137,39,17
B08137,39,15
C08137,39,16
C08137,39,17
C08137,39,15
B08141,40,16
B08141,40,17
C08141,40,16
C08141,40,17
B08201,40,16
B08201,40,7
C08201,40,16
C08201,40,7
B08202,40,17
B08202,40,16
B08202,40,7
C08202,40,17
C08202,40,16
C08202,40,7
B08203,40,17
B08203,40,16
B08203,40,7
C08203,40,17
C08203,40,16
C08203,40,7
B08301,40,16
B08301,40,17
C08301,40,16
C08301,40,17
B08302,41,16
B08302,41,17
C08302,41,16
C08302,41,17
B08303,41,16
B08303,41,17
C08303,41,16
C08303,41,17
B08406,42,16
B08406,42,17
C08406,42,16
C08406,42,17
B08412,42,16
B08412,42,17
C08412,42,16
C08412,42,17
B08501,42,1
B08501,42,16
B08501,42,17
C08501,43,1
C08501,43,16
C08501,43,17
B08503,43,1
B08503,43,16
B08503,43,17
B08505A,43,16
B08505A,43,17
B08505A,43,3
C08505A,43,16
C08505A,43,17
C08505A,43,3
B08505B,43,16
B08505B,43,17
B08505B,43,3
C08505B,43,16
C08505B,43,17
C08505B,43,3
B08505C,43,16
B08505C,43,17
B08505C,43,3
C08505C,43,16
C08505C,43,17
C08505C,43,3
B08505D,43,16
B08505D,43,17
B08505D,43,3
C08505D,43,16
C08505D,43,17
C08505D,43,3
B08505E,43,16
B08505E,43,17
B08505E,43,3
C08505E,43,16
C08505E,43,17
C08505E,43,3
B08505F,43,16
B08505F,43,17
B08505F,43,3
C08505F,43,16
C08505F,43,17
C08505F,43,3
B08505G,43,16
B08505G,43,17
B08505G,43,3
C08505G,43,16
C08505G,43,17
C08505G,43,3
B08505H,43,16
B08505H,43,17
B08505H,43,3
C08505H,43,16
C08505H,43,17
C08505H,43,3
B08505I,43,16
B08505I,43,17
B08505I,43,3
C08505I,43,16
C08505I,43,17
C08505I,43,3
B08511,43,16
B08511,43,17
B08511,43,6
C08511,43,16
C08511,43,17
C08511,43,6
B08513,44,16
B08513,44,17
B08513,44,11
C08513,44,16
C08513,44,17
C08513,44,11
B08519,44,16
B08519,44,17
B08519,44,10
C08519,44,16
C08519,44,17
C08519,44,10
B08521,44,16
B08521,44,17
B08521,44,10
B08522,44,17
B08522,44,16
B08522,44,9
C08522,45,17
C08522,45,16
C08522,45,9
B08524,45,16
B08524,45,17
C08524,45,16
C08524,45,17
B08526,45,16
B08526,45,17
C08526,46,16
C08526,46,17
B08528,46,16
B08528,46,17
C08528,46,16
C08528,46,17
B08532,47,16
B08532,47,17
C08532,47,16
C08532,47,17
B08534,48,16
B08534,48,17
C08534,48,16
C08534,48,17
B08536,48,16
B08536,48,17
C08536,48,16
C08536,48,17
B08537,48,16
B08537,48,17
B08537,48,15
C08537,48,16
C08537,48,17
C08537,48,15
B08541,49,16
B08541,49,17
C08541,49,16
C08541,49,17
B08601,49,16
B08601,49,17
C08601,49,16
C08601,49,17
B08602,49,16
B08602,49,17
C08602,49,16
C08602,49,17
B08603,49,16
B08603,49,17
C08603,49,16
C08603,49,17
B08604,49,16
B08604,49,17
B09001,50,1
B09001,50,8
B09002,50,18
B09002,50,7
B09002,50,8
B09005,50,7
B09005,50,8
B09006,50,7
B09006,50,8
B09008,50,7
B09008,50,8
C09008,50,7
C09008,50,8
B09010,50,19
B09010,50,7
B09010,50,8
B09010,50,10
B09016,50,7
B09016,50,8
B09016,50,20
C09016,50,7
C09016,50,8
C09016,50,20
B09017,50,21
B09017,50,7
B09017,50,8
B09018,50,7
B09018,50,8
B09019,50,7
B09019,50,8
B09019,50,20
B09020,50,21
B09020,50,7
B09020,50,8
B10001,51,22
B10001,51,1
B10001,51,7
B10001,51,8
B10002,51,22
B10002,51,7
B10002,51,8
B10010,51,22
B10010,51,7
B10010,51,8
B10010,51,10
B10050,51,22
B10050,51,8
B10051,51,22
B10051,51,8
B10051A,51,22
B10051A,51,3
B10051A,51,8
B10051B,51,22
B10051B,51,3
B10051B,51,8
B10051C,51,22
B10051C,51,3
B10051C,51,8
B10051D,51,22
B10051D,51,3
B10051D,51,8
B10051E,51,22
B10051E,51,3
B10051E,51,8
B10051F,51,22
B10051F,51,3
B10051F,51,8
B10051G,51,22
B10051G,51,3
B10051G,51,8
B10051H,51,22
B10051H,51,3
B10051H,51,8
B10051I,51,22
B10051I,51,3
B10051I,51,8
B10052,51,22
B10052,51,23
B10052,51,8
B10053,51,22
B10053,51,1
B10053,51,8
B10053,51,5
B10054,51,22
B10054,51,8
B10054,51,11
B10056,51,22
B10056,51,8
B10057,51,12
B10057,51,22
B10057,51,8
B10058,51,22
B10058,51,17
B10058,51,8
B10059,51,22
B10059,51,9
B10059,51,8
B10060,51,22
B10060,51,8
B10060,51,24
B10061,51,22
B10061,51,8
B10061,51,15
B10063,51,22
B10063,51,7
B10063,51,8
B11001,52,7
B11001A,52,3
B11001A,52,7
C11001A,52,3
C11001A,52,7
B11001B,52,3
B11001B,52,7
C11001B,52,3
C11001B,52,7
B11001C,52,3
B11001C,52,7
C11001C,52,3
C11001C,52,7
B11001D,52,3
B11001D,52,7
C11001D,52,3
C11001D,52,7
B11001E,52,3
B11001E,52,7
C11001E,52,3
C11001E,52,7
B11001F,52,3
B11001F,52,7
C11001F,52,3
C11001F,52,7
B11001G,52,3
B11001G,52,7
C11001G,52,3
C11001G,52,7
B11001H,52,3
B11001H,52,7
C11001H,52,3
C11001H,52,7
B11001I,52,3
B11001I,52,7
C11001I,52,3
C11001I,52,7
B11002,52,7
B11002A,52,3
B11002A,52,7
C11002A,53,3
C11002A,53,7
B11002B,52,3
B11002B,52,7
C11002B,53,3
C11002B,53,7
B11002C,52,3
B11002C,52,7
C11002C,53,3
C11002C,53,7
B11002D,52,3
B11002D,52,7
C11002D,53,3
C11002D,53,7
B11002E,52,3
B11002E,52,7
C11002E,53,3
C11002E,53,7
B11002F,52,3
B11002F,52,7
C11002F,53,3
C11002F,53,7
B11002G,52,3
B11002G,52,7
C11002G,53,3
C11002G,53,7
B11002H,52,3
B11002H,52,7
C11002H,53,3
C11002H,53,7
B11002I,53,3
B11002I,53,7
C11002I,53,3
C11002I,53,7
B11003,53,7
B11003,53,8
B11004,53,7
B11004,53,8
B11005,53,7
B11005,53,8
C11005,53,7
C11005,53,8
B11006,53,7
B11007,53,21
B11007,53,7
B11009,53,7
B11009,53,2
B11010,53,1
B11010,53,7
B11010,53,2
C11010,53,1
C11010,53,7
C11010,53,2
B11011,53,7
B11011,53,24
B11012,53,7
B11012,53,15
B11013,53,7
B11013,53,8
C11013,53,7
B11014,53,7
B11014,53,20
C11014,53,7
B11015,53,7
B11016,54,7
C11016,54,7
B11017,54,7
B12001,55,12
B12001,55,2
B12002,55,12
B12002,55,1
B12002,55,2
C12002,56,12
C12002,56,1
C12002,56,2
B12002A,55,12
B12002A,55,3
B12002A,55,2
C12002A,56,12
C12002A,56,3
B12002B,55,12
B12002B,55,3
B12002B,55,2
C12002B,56,12
C12002B,56,3
B12002C,55,12
B12002C,55,3
B12002C,55,2
C12002C,56,12
C12002C,56,3
B12002D,56,12
B12002D,56,3
B12002D,56,2
C12002D,56,12
C12002D,56,3
B12002E,56,12
B12002E,56,3
B12002E,56,2
C12002E,56,12
C12002E,56,3
B12002F,56,12
B12002F,56,3
B12002F,56,2
C12002F,56,12
C12002F,56,3
B12002G,56,12
B12002G,56,3
B12002G,56,2
C12002G,56,12
C12002G,56,3
B12002H,56,12
B12002H,56,3
B12002H,56,2
C12002H,56,12
C12002H,56,3
B12002I,56,12
B12002I,56,3
B12002I,56,2
C12002I,56,12
C12002I,56,3
B12005,56,12
B12005,56,5
B12006,57,12
B12006,57,2
B12007,57,12
B12007A,57,12
B12007A,57,3
B12007B,57,12
B12007B,57,3
B12007C,57,12
B12007C,57,3
B12007D,57,12
B12007D,57,3
B12007E,57,12
B12007E,57,3
B12007F,57,12
B12007F,57,3
B12007G,57,12
B12007G,57,3
B12007H,57,12
B12007H,57,3
B12007I,57,12
B12007I,57,3
B12501,57,12
B12501,57,2
B12502,57,12
B12502,57,2
B12503,57,12
B12503,57,2
B12504,57,12
B12504,57,2
B12505,57,12
B12505,57,2
B13001,58,12
B13001,58,1
B13001,58,25
B13002,58,12
B13002,58,25
B13002A,58,12
B13002A,58,25
B13002A,58,3
B13002B,58,12
B13002B,58,25
B13002B,58,3
B13002C,58,12
B13002C,58,25
B13002C,58,3
B13002D,58,12
B13002D,58,25
B13002D,58,3
B13002E,58,12
B13002E,58,25
B13002E,58,3
B13002F,58,12
B13002F,58,25
B13002F,58,3
B13002G,58,12
B13002G,58,25
B13002G,58,3
B13002H,58,12
B13002H,58,25
B13002H,58,3
B13002I,58,12
B13002I,58,25
B13002I,58,3
B13004,58,12
B13004,58,25
C13004,58,12
C13004,58,25
B13008,58,12
B13008,58,5
B13008,58,25
B13010,58,12
B13010,58,25
B13010,58,9
B13012,58,12
B13012,58,25
B13014,58,12
B13014,58,25
B13014,58,13
B13015,58,19
B13015,58,12
B13015,58,25
B13015,58,10
B13016,58,1
B13016,58,25
B14001,59,13
B14002,59,13
B14002,59,2
C14002,59,13
B14003,59,1
B14003,59,13
B14003,59,2
C14003,59,1
C14003,59,13
B14004,59,1
B14004,59,13
B14004,59,2
B14005,59,13
B14005,59,17
B14005,59,2
C14005,60,13
C14005,60,17
C14005,60,2
B14006,60,13
B14006,60,9
C14006,60,13
C14006,60,9
B14007,60,13
B14007A,60,13
B14007A,60,3
C14007A,61,13
C14007A,61,3
B14007B,60,13
B14007B,60,3
C14007B,61,13
C14007B,61,3
B14007C,60,13
B14007C,60,3
C14007C,61,13
C14007C,61,3
B14007D,60,13
B14007D,60,3
C14007D,61,13
C14007D,61,3
B14007E,60,13
B14007E,60,3
C14007E,61,13
C14007E,61,3
B14007F,60,13
B14007F,60,3
C14007F,61,13
C14007F,61,3
B14007G,60,13
B14007G,60,3
C14007G,61,13
C14007G,61,3
B14007H,60,13
B14007H,60,3
C14007H,61,13
C14007H,61,3
B14007I,61,13
B14007I,61,3
C14007I,61,13
C14007I,61,3
B15001,62,1
B15001,62,13
B15001,62,2
C15001,62,1
C15001,62,13
C15001,62,2
B15002,62,13
B15002,62,2
C15002,63,13
C15002,63,2
B15002A,62,13
B15002A,62,3
B15002A,62,2
C15002A,63,13
C15002A,63,3
C15002A,63,2
B15002B,62,13
B15002B,62,3
B15002B,62,2
C15002B,63,13
C15002B,63,3
C15002B,63,2
B15002C,62,13
B15002C,62,3
B15002C,62,2
C15002C,63,13
C15002C,63,3
C15002C,63,2
B15002D,63,13
B15002D,63,3
B15002D,63,2
C15002D,63,13
C15002D,63,3
C15002D,63,2
B15002E,63,13
B15002E,63,3
B15002E,63,2
C15002E,63,13
C15002E,63,3
C15002E,63,2
B15002F,63,13
B15002F,63,3
B15002F,63,2
C15002F,63,13
C15002F,63,3
C15002F,63,2
B15002G,63,13
B15002G,63,3
B15002G,63,2
C15002G,63,13
C15002G,63,3
C15002G,63,2
B15002H,63,13
B15002H,63,3
B15002H,63,2
C15002H,63,13
C15002H,63,3
C15002H,63,2
B15002I,63,13
B15002I,63,3
B15002I,63,2
C15002I,63,13
C15002I,63,3
C15002I,63,2
B15003,64,13
C15003,64,13
B15010,64,13
C15010,64,13
C15010A,64,13
C15010A,64,3
C15010B,64,13
C15010B,64,3
C15010C,64,13
C15010C,64,3
C15010D,64,13
C15010D,64,3
C15010E,64,13
C15010E,64,3
C15010F,64,13
C15010F,64,3
C15010G,64,13
C15010G,64,3
C15010H,64,13
C15010H,64,3
C15010I,64,13
C15010I,64,3
B15011,64,1
B15011,64,13
B15011,64,2
B15012,64,13
B16001,65,11
C16001,65,11
B16002,65,1
B16002,65,7
B16002,65,11
B16003,65,1
B16003,65,7
B16003,65,11
C16003,65,1
C16003,65,7
C16003,65,11
B16004,65,1
B16004,65,11
C16004,66,1
C16004,66,11
B16005,66,5
B16005,66,11
C16005,66,5
C16005,66,11
B16005A,66,5
B16005A,66,3
B16005A,66,11
B16005B,66,5
B16005B,66,3
B16005B,66,11
B16005C,66,5
B16005C,66,3
B16005C,66,11
B16005D,66,5
B16005D,66,3
B16005D,66,11
B16005E,66,5
B16005E,66,3
B16005E,66,11
B16005F,66,5
B16005F,66,3
B16005F,66,11
B16005G,66,5
B16005G,66,3
B16005G,66,11
B16005H,66,5
B16005H,66,3
B16005H,66,11
B16005I,66,5
B16005I,66,3
B16005I,66,11
B16006,66,3
B16006,66,11
C16006,66,3
C16006,66,11
B16007,67,1
B16007,67,11
C16007,67,1
C16007,67,11
B16008,67,1
B16008,67,6
B16008,67,11
C16008,67,1
C16008,67,6
C16008,67,11
B16009,67,1
B16009,67,9
B16009,67,11
C16009,67,9
C16009,67,11
B16010,67,13
B16010,67,17
B16010,67,11
C16010,67,13
C16010,67,17
C16010,67,11
B17001,68,1
B17001,68,9
B17001,68,2
C17001,70,1
C17001,70,9
C17001,70,2
B17001A,68,1
B17001A,68,3
B17001A,68,9
B17001A,68,2
C17001A,70,1
C17001A,70,3
C17001A,70,9
C17001A,70,2
B17001B,68,1
B17001B,68,3
B17001B,68,9
B17001B,68,2
C17001B,70,1
C17001B,70,3
C17001B,70,9
C17001B,70,2
B17001C,68,1
B17001C,68,3
B17001C,68,9
B17001C,68,2
C17001C,70,1
C17001C,70,3
C17001C,70,9
C17001C,70,2
B17001D,69,1
B17001D,69,3
B17001D,69,9
B17001D,69,2
C17001D,70,1
C17001D,70,3
C17001D,70,9
C17001D,70,2
B17001E,69,1
B17001E,69,3
B17001E,69,9
B17001E,69,2
C17001E,70,1
C17001E,70,3
C17001E,70,9
C17001E,70,2
B17001F,69,1
B17001F,69,3
B17001F,69,9
B17001F,69,2
C17001F,71,1
C17001F,71,3
C17001F,71,9
C17001F,71,2
B17001G,69,1
B17001G,69,3
B17001G,69,9
B17001G,69,2
C17001G,71,1
C17001G,71,3
C17001G,71,9
C17001G,71,2
B17001H,70,1
B17001H,70,3
B17001H,70,9
B17001H,70,2
C17001H,71,1
C17001H,71,3
C17001H,71,9
C17001H,71,2
B17001I,70,1
B17001I,70,3
B17001I,70,9
B17001I,70,2
C17001I,71,1
C17001I,71,3
C17001I,71,9
C17001I,71,2
B17002,71,9
B17002,71,10
C17002,71,9
C17002,71,10
B17003,71,13
B17003,71,9
B17003,71,2
C17003,71,13
C17003,71,9
B17004,71,17
B17004,71,9
B17004,71,2
C17004,71,17
C17004,71,9
B17005,71,17
B17005,71,9
B17005,71,2
B17006,71,7
B17006,71,1
B17006,71,18
B17006,71,9
B17006,71,8
C17006,71,7
C17006,71,18
C17006,71,9
C17006,71,8
B17007,72,1
B17007,72,9
B17007,72,2
C17007,72,9
C17007,72,2
B17008,72,2
B17008,72,9
B17008,72,10
B17009,72,7
B17009,72,17
B17009,72,9
C17009,72,17
C17009,72,9
B17010,72,7
B17010,72,1
B17010,72,18
B17010,72,9
B17010,72,8
C17010,74,7
C17010,74,18
C17010,74,9
C17010,74,8
B17010A,72,3
B17010A,72,7
B17010A,72,1
B17010A,72,18
B17010A,72,9
B17010A,72,8
C17010A,74,7
C17010A,74,18
C17010A,74,9
C17010A,74,8
C17010A,74,3
B17010B,72,3
B17010B,72,7
B17010B,72,1
B17010B,72,18
B17010B,72,9
B17010B,72,8
C17010B,74,7
C17010B,74,18
C17010B,74,9
C17010B,74,8
C17010B,74,3
B17010C,73,3
B17010C,73,7
B17010C,73,1
B17010C,73,18
B17010C,73,9
B17010C,73,8
