table_id,sequence_number,topic_id
B07004GPR,17,3
B07004GPR,17,14
B07004H,17,3
B07004H,17,14
B07004HPR,17,3
B07004HPR,17,14
B07004I,17,3
B07004I,17,14
B07004IPR,17,3
B07004IPR,17,14
B07007,17,14
B07007,17,6
B07007PR,17,14
B07007PR,17,6
B07008,17,12
B07008,17,14
B07008PR,17,12
B07008PR,17,14
B07009,18,13
B07009,18,14
B07009PR,18,13
B07009PR,18,14
B07010,18,14
B07010,18,10
B07010PR,18,14
B07010PR,18,10
B07011,18,14
B07011,18,10
B07011PR,18,14
B07011PR,18,10
B07012,18,9
B07012,18,14
B07012PR,19,9
B07012PR,19,14
B07013,19,14
B07013,19,15
B07013PR,19,14
B07013PR,19,15
B07101,19,14
B07201,19,14
B07201PR,19,14
B07202,19,14
B07202PR,19,14
B07203,19,14
B07203PR,19,14
B07204,19,14
B07204PR,19,14
B07401,20,1
B07401,20,14
B07401PR,20,1
B07401PR,20,14
B07402,20,1
B07402,20,14
B07402PR,20,1
B07402PR,20,14
B07403,20,14
B07403,20,2
B07403PR,20,14
B07403PR,20,2
B07404A,20,3
B07404A,20,14
B07404APR,21,3
B07404APR,21,14
B07404B,20,3
B07404B,20,14
B07404BPR,21,3
B07404BPR,21,14
B07404C,20,3
B07404C,20,14
B07404CPR,21,3
B07404CPR,21,14
B07404D,20,3
B07404D,20,14
B07404DPR,21,3
B07404DPR,21,14
B07404E,20,3
B07404E,20,14
B07404EPR,21,3
B07404EPR,21,14
B07404F,20,3
B07404F,20,14
B07404FPR,21,3
B07404FPR,21,14
B07404G,20,3
B07404G,20,14
B07404GPR,21,3
B07404GPR,21,14
B07404H,20,3
B07404H,20,14
B07404HPR,21,3
B07404HPR,21,14
B07404I,20,3
B07404I,20,14
B07404IPR,21,3
B07404IPR,21,14
B07407,21,14
B07407,21,6
B07407PR,21,14
B07407PR,21,6
B07408,21,12
B07408,21,14
B07408PR,21,12
B07408PR,21,14
B07409,21,13
B07409,21,14
B07409PR,21,13
B07409PR,21,14
B07410,22,14
B07410,22,10
B07410PR,22,14
B07410PR,22,10
B07411,22,14
B07411,22,10
B07411PR,22,14
B07411PR,22,10
B07412,22,9
B07412,22,14
B07412PR,22,9
B07412PR,22,14
B07413,22,14
B07413,22,15
B07413PR,22,14
B07413PR,22,15
B08006,23,16
B08006,23,17
B08007,23,16
B08007,23,17
B08008,23,16
B08008,23,17
B08009,23,16
B08009,23,17
B08011,23,16
B08011,23,17
B08012,23,16
B08012,23,17
B08013,23,16
B08013,23,17
B08013,23,2
B08014,23,16
B08014,23,17
B08015,23,16
B08015,23,17
B08015,23,2
B08016,23,16
B08016,23,17
B08017,24,16
B08017,24,17
B08018,24,16
B08018,24,17
B08101,24,1
B08101,24,16
B08101,24,17
B08103,24,1
B08103,24,16
B08103,24,17
B08105A,24,16
B08105A,24,17
B08105A,24,3
B08105B,24,16
B08105B,24,17
B08105B,24,3
B08105C,24,16
B08105C,24,17
B08105C,24,3
B08105D,24,16
B08105D,24,17
B08105D,24,3
B08105E,24,16
B08105E,24,17
B08105E,24,3
B08105F,24,16
B08105F,24,17
B08105F,24,3
B08105G,24,16
B08105G,24,17
B08105G,24,3
B08105H,24,16
B08105H,24,17
B08105H,24,3
B08105I,24,16
B08105I,24,17
B08105I,24,3
B08111,24,16
B08111,24,17
B08111,24,6
B08113,25,16
B08113,25,17
B08113,25,11
B08119,25,16
B08119,25,17
B08119,25,10
B08121,25,16
B08121,25,17
B08121,25,10
B08122,25,17
B08122,25,16
B08122,25,9
B08124,25,16
B08124,25,17
B08126,26,16
B08126,26,17
B08128,26,16
B08128,26,17
B08130,26,16
B08130,26,17
B08131,26,16
B08131,26,17
B08132,27,16
B08132,27,17
B08133,27,16
B08133,27,17
B08134,27,16
B08134,27,17
B08135,27,16
B08135,27,17
B08136,28,16
B08136,28,17
B08137,28,16
B08137,28,17
B08137,28,15
B08141,28,16
B08141,28,17
B08201,28,16
B08201,28,7
B08202,28,17
B08202,28,16
B08202,28,7
B08203,28,17
B08203,28,16
B08203,28,7
B08301,28,16
B08301,28,17
B08302,28,16
B08302,28,17
B08303,28,16
B08303,28,17
B08406,29,16
B08406,29,17
B08412,29,16
B08412,29,17
B08501,29,1
B08501,29,16
B08501,29,17
B08503,29,1
B08503,29,16
B08503,29,17
B08505A,29,16
B08505A,29,17
B08505A,29,3
B08505B,29,16
B08505B,29,17
B08505B,29,3
B08505C,29,16
B08505C,29,17
B08505C,29,3
B08505D,29,16
B08505D,29,17
B08505D,29,3
B08505E,29,16
B08505E,29,17
B08505E,29,3
B08505F,29,16
B08505F,29,17
B08505F,29,3
B08505G,29,16
B08505G,29,17
B08505G,29,3
B08505H,29,16
B08505H,29,17
B08505H,29,3
B08505I,29,16
B08505I,29,17
B08505I,29,3
B08511,30,16
B08511,30,17
B08511,30,6
B08513,30,16
B08513,30,17
B08513,30,11
B08519,30,16
B08519,30,17
B08519,30,10
B08521,30,16
B08521,30,17
B08521,30,10
B08522,30,17
B08522,30,16
B08522,30,9
B08524,30,16
B08524,30,17
B08526,31,16
B08526,31,17
B08528,31,16
B08528,31,17
B08532,32,16
B08532,32,17
B08534,32,16
B08534,32,17
B08536,32,16
B08536,32,17
B08537,32,16
B08537,32,17
B08537,32,15
B08541,33,16
B08541,33,17
B08601,33,16
B08601,33,17
B08602,33,16
B08602,33,17
B08603,33,16
B08603,33,17
B08604,33,16
B08604,33,17
B09001,34,1
B09001,34,8
B09002,34,18
B09002,34,7
B09002,34,8
B09005,34,7
B09005,34,8
B09006,34,7
B09006,34,8
B09008,34,7
B09008,34,8
B09010,34,19
B09010,34,7
B09010,34,8
B09010,34,10
B09016,34,7
B09016,34,8
B09016,34,20
B09017,34,21
B09017,34,7
B09017,34,8
B10001,35,22
B10001,35,1
B10001,35,7
B10001,35,8
B10002,35,22
B10002,35,7
B10002,35,8
B10010,35,22
B10010,35,7
B10010,35,8
B10010,35,10
B10050,35,22
B10050,35,8
B10051,35,22
B10051,35,8
B10051A,35,22
B10051A,35,3
B10051A,35,8
B10051B,35,22
B10051B,35,3
B10051B,35,8
B10051C,35,22
B10051C,35,3
B10051C,35,8
B10051D,35,22
B10051D,35,3
B10051D,35,8
B10051E,35,22
B10051E,35,3
B10051E,35,8
B10051F,35,22
B10051F,35,3
B10051F,35,8
B10051G,35,22
B10051G,35,3
B10051G,35,8
B10051H,35,22
B10051H,35,3
B10051H,35,8
B10051I,35,22
B10051I,35,3
B10051I,35,8
B10053,35,22
B10053,35,1
B10053,35,8
B10053,35,5
B10054,35,22
B10054,35,8
B10054,35,11
B10056,35,22
B10056,35,8
B10057,35,12
B10057,35,22
B10057,35,8
B10058,35,22
B10058,35,17
B10058,35,8
B10059,35,22
B10059,35,9
B10059,35,8
B10060,35,22
B10060,35,8
B10060,35,23
B10061,35,22
B10061,35,8
B10061,35,15
B10063,35,22
B10063,35,7
B10063,35,8
B11001,36,7
B11001A,36,3
B11001A,36,7
B11001B,36,3
B11001B,36,7
B11001C,36,3
B11001C,36,7
B11001D,36,3
B11001D,36,7
B11001E,36,3
B11001E,36,7
B11001F,36,3
B11001F,36,7
B11001G,36,3
B11001G,36,7
B11001H,36,3
B11001H,36,7
B11001I,36,3
B11001I,36,7
B11002,36,7
B11002A,36,3
B11002A,36,7
B11002B,36,3
B11002B,36,7
B11002C,36,3
B11002C,36,7
B11002D,36,3
B11002D,36,7
B11002E,36,3
B11002E,36,7
B11002F,36,3
B11002F,36,7
B11002G,36,3
B11002G,36,7
B11002H,36,3
B11002H,36,7
B11002I,36,3
B11002I,36,7
B11003,36,7
B11003,36,8
B11004,37,7
B11004,37,8
B11005,37,7
B11005,37,8
B11006,37,7
B11007,37,21
B11007,37,7
B11009,37,7
B11009,37,2
B11010,37,1
B11010,37,7
B11010,37,2
B11011,37,7
B11011,37,23
B11012,37,7
B11012,37,15
B11013,37,7
B11013,37,8
B11014,37,7
B11014,37,20
B11015,37,7
B11016,37,7
B12001,38,12
B12001,38,2
B12002,38,12
B12002,38,1
B12002,38,2
B12002A,38,12
B12002A,38,3
B12002A,38,2
B12002B,38,12
B12002B,38,3
B12002B,38,2
B12002C,38,12
B12002C,38,3
B12002C,38,2
B12002D,39,12
B12002D,39,3
B12002D,39,2
B12002E,39,12
B12002E,39,3
B12002E,39,2
B12002F,39,12
B12002F,39,3
B12002F,39,2
B12002G,39,12
B12002G,39,3
B12002G,39,2
B12002H,39,12
B12002H,39,3
B12002H,39,2
B12002I,39,12
B12002I,39,3
B12002I,39,2
B12005,39,12
B12005,39,5
B12006,39,12
B12006,39,2
B12007,39,12
B12007A,39,12
B12007A,39,3
B12007B,39,12
B12007B,39,3
B12007C,39,12
B12007C,39,3
B12007D,39,12
B12007D,39,3
B12007E,39,12
B12007E,39,3
B12007F,39,12
B12007F,39,3
B12007G,39,12
B12007G,39,3
B12007H,39,12
B12007H,39,3
B12007I,39,12
B12007I,39,3
B13001,40,12
B13001,40,1
B13001,40,24
B13002,40,12
B13002,40,24
B13002A,40,12
B13002A,40,24
B13002A,40,3
B13002B,40,12
B13002B,40,24
B13002B,40,3
B13002C,40,12
B13002C,40,24
B13002C,40,3
B13002D,40,12
B13002D,40,24
B13002D,40,3
B13002E,40,12
B13002E,40,24
B13002E,40,3
B13002F,40,12
B13002F,40,24
B13002F,40,3
B13002G,40,12
B13002G,40,24
B13002G,40,3
B13002H,40,12
B13002H,40,24
B13002H,40,3
B13002I,40,12
B13002I,40,24
B13002I,40,3
B13004,40,12
B13004,40,24
B13008,40,12
B13008,40,5
B13008,40,24
B13010,40,12
B13010,40,24
B13010,40,9
B13012,40,12
B13012,40,24
B13014,40,12
B13014,40,24
B13014,40,13
B13015,40,19
B13015,40,12
B13015,40,24
B13015,40,10
B13016,40,1
B13016,40,24
B14001,41,13
B14002,41,13
B14002,41,2
B14003,41,1
B14003,41,13
B14003,41,2
B14004,41,1
B14004,41,13
B14004,41,2
B14005,41,13
B14005,41,17
B14005,41,2
B14006,41,13
B14006,41,9
B15001,43,1
B15001,43,13
B15001,43,2
B15002,43,13
B15002,43,2
B16001,44,11
B16002,44,1
B16002,44,7
B16002,44,11
B16003,44,1
B16003,44,7
B16003,44,11
B16004,44,1
B16004,44,11
B16005,45,5
B16005,45,11
B16005A,45,5
B16005A,45,3
B16005A,45,11
B16005B,45,5
B16005B,45,3
B16005B,45,11
B16005C,45,5
B16005C,45,3
B16005C,45,11
B16005D,45,5
B16005D,45,3
B16005D,45,11
B16005E,45,5
B16005E,45,3
B16005E,45,11
B16005F,45,5
B16005F,45,3
B16005F,45,11
B16005G,45,5
B16005G,45,3
B16005G,45,11
B16005H,45,5
B16005H,45,3
B16005H,45,11
B16005I,45,5
B16005I,45,3
B16005I,45,11
B16006,45,3
B16006,45,11
B16007,45,1
B16007,45,11
B16008,45,1
B16008,45,6
B16008,45,11
B16009,46,1
B16009,46,9
B16009,46,11
B16010,46,13
B16010,46,17
B16010,46,11
B17001,47,1
B17001,47,9
B17001,47,2
B17001A,47,1
B17001A,47,3
B17001A,47,9
B17001A,47,2
B17001B,47,1
B17001B,47,3
B17001B,47,9
B17001B,47,2
B17001C,47,1
B17001C,47,3
B17001C,47,9
B17001C,47,2
B17001D,48,1
B17001D,48,3
B17001D,48,9
B17001D,48,2
B17001E,48,1
B17001E,48,3
B17001E,48,9
B17001E,48,2
B17001F,48,1
B17001F,48,3
B17001F,48,9
B17001F,48,2
B17001G,48,1
B17001G,48,3
B17001G,48,9
B17001G,48,2
B17001H,49,1
B17001H,49,3
B17001H,49,9
B17001H,49,2
B17001I,49,1
B17001I,49,3
B17001I,49,9
B17001I,49,2
B17003,49,13
B17003,49,9
B17003,49,2
B17004,49,17
B17004,49,9
B17004,49,2
B17005,49,17
B17005,49,9
B17005,49,2
B17006,49,7
B17006,49,1
B17006,49,18
B17006,49,9
B17006,49,8
B17007,50,1
B17007,50,9
B17007,50,2
B17008,50,2
B17008,50,9
B17008,50,10
B17009,50,7
B17009,50,17
B17009,50,9
B17010,50,7
B17010,50,1
B17010,50,18
B17010,50,9
B17010,50,8
B17010A,50,3
B17010A,50,7
B17010A,50,1
B17010A,50,18
B17010A,50,9
B17010A,50,8
B17010B,50,3
B17010B,50,7
B17010B,50,1
B17010B,50,18
B17010B,50,9
B17010B,50,8
B17010C,50,3
B17010C,50,7
B17010C,50,1
B17010C,50,18
B17010C,50,9
B17010C,50,8
B17010D,51,3
B17010D,51,7
B17010D,51,1
B17010D,51,18
B17010D,51,9
B17010D,51,8
B17010E,51,3
B17010E,51,7
B17010E,51,1
B17010E,51,18
B17010E,51,9
B17010E,51,8
B17010F,51,3
B17010F,51,7
B17010F,51,1
B17010F,51,18
B17010F,51,9
B17010F,51,8
B17010G,51,3
B17010G,51,7
B17010G,51,1
B17010G,51,18
B17010G,51,9
B17010G,51,8
B17010H,51,3
B17010H,51,7
B17010H,51,1
B17010H,51,18
B17010H,51,9
B17010H,51,8
B17010I,52,3
B17010I,52,7
B17010I,52,1
B17010I,52,18
B17010I,52,9
B17010I,52,8
B17011,52,7
B17011,52,18
B17011,52,9
B17011,52,10
B17012,52,7
B17012,52,9
B17012,52,8
B17013,52,7
B17013,52,9
B17014,52,7
B17014,52,17
B17014,52,9
B17015,52,19
B17015,52,7
B17015,52,18
B17015,52,9
B17015,52,10
B17016,52,7
B17016,52,17
B17016,52,18
B17016,52,9
B17017,53,7
B17017,53,1
B17017,53,9
B17018,53,7
B17018,53,13
B17018,53,9
B17019,53,7
B17019,53,9
B17019,53,15
B17020A,53,1
B17020A,53,3
B17020A,53,9
B17020B,53,1
B17020B,53,3
B17020B,53,9
B17020C,53,1
B17020C,53,3
B17020C,53,9
B17020D,53,1
B17020D,53,3
B17020D,53,9
B17020E,53,1
B17020E,53,3
B17020E,53,9
B17020F,53,1
B17020F,53,3
B17020F,53,9
B17020G,53,1
B17020G,53,3
B17020G,53,9
B17020H,54,1
B17020H,54,3
B17020H,54,9
B17020I,54,1
B17020I,54,3
B17020I,54,9
B17021,54,7
B17021,54,9
B17022,54,7
B17022,54,1
B17022,54,18
B17022,54,9
B17022,54,10
B17022,54,8
B17023,54,7
B17023,54,9
B17023,54,8
B17024,55,1
B17024,55,9
B17024,55,10
B17025,55,5
B17025,55,9
B17026,55,7
B17026,55,9
B17026,55,10
B19001,56,7
B19001,56,10
B19001A,56,3
B19001A,56,7
B19001A,56,10
B19001B,56,3
B19001B,56,7
B19001B,56,10
B19001C,56,3
B19001C,56,7
B19001C,56,10
B19001D,56,3
B19001D,56,7
B19001D,56,10
B19001E,56,3
B19001E,56,7
B19001E,56,10
B19001F,56,3
B19001F,56,7
B19001F,56,10
B19001G,56,3
B19001G,56,7
B19001G,56,10
B19001H,56,3
B19001H,56,7
B19001H,56,10
B19001I,56,3
B19001I,56,7
B19001I,56,10
B19013,56,7
B19013,56,10
B19013A,56,3
B19013A,56,7
B19013A,56,10
B19013B,56,3
B19013B,56,7
B19013B,56,10
B19013C,56,3
B19013C,56,7
B19013C,56,10
B19013D,56,3
B19013D,56,7
B19013D,56,10
B19013E,56,3
B19013E,56,7
B19013E,56,10
B19013F,56,3
B19013F,56,7
B19013F,56,10
B19013G,56,3
B19013G,56,7
B19013G,56,10
B19013H,56,3
B19013H,56,7
B19013H,56,10
B19013I,56,3
B19013I,56,7
B19013I,56,10
B19019,56,7
B19019,56,10
B19025,56,7
B19025,56,10
B19025A,56,3
B19025A,56,7
B19025A,56,10
B19025B,56,3
B19025B,56,7
B19025B,56,10
B19025C,56,3
B19025C,56,7
B19025C,56,10
B19025D,56,3
B19025D,56,7
B19025D,56,10
B19025E,56,3
B19025E,56,7
B19025E,56,10
B19025F,56,3
B19025F,56,7
B19025F,56,10
B19025G,56,3
B19025G,56,7
B19025G,56,10
B19025H,56,3
B19025H,56,7
B19025H,56,10
B19025I,56,3
B19025I,56,7
B19025I,56,10
B19037,57,7
B19037,57,10
B19037A,57,3
B19037A,57,7
B19037A,57,10
B19037B,57,3
B19037B,57,7
B19037B,57,10
B19037C,58,3
B19037C,58,7
B19037C,58,10
B19037D,58,3
B19037D,58,7
B19037D,58,10
B19037E,58,3
B19037E,58,7
B19037E,58,10
B19037F,59,3
B19037F,59,7
B19037F,59,10
B19037G,59,3
B19037G,59,7
B19037G,59,10
B19037H,59,3
B19037H,59,7
B19037H,59,10
B19037I,60,3
B19037I,60,7
B19037I,60,10
B19049,60,1
B19049,60,7
B19049,60,10
B19050,60,1
B19050,60,7
B19050,60,10
B19051,60,7
B19051,60,10
B19052,60,7
B19052,60,10
B19053,60,17
B19053,60,7
B19053,60,10
B19054,60,7
B19054,60,10
B19055,60,7
B19055,60,10
B19056,60,7
B19056,60,10
B19057,60,19
B19057,60,7
B19057,60,10
B19058,60,19
B19058,60,7
B19058,60,10
B19059,60,7
B19059,60,10
B19060,60,7
B19060,60,10
B19061,60,7
B19061,60,10
B19062,60,7
B19062,60,10
B19063,60,17
B19063,60,7
B19063,60,10
B19064,60,7
B19064,60,10
B19065,60,7
B19065,60,10
B19066,60,7
B19066,60,10
B19067,60,19
B19067,60,7
B19067,60,10
B19069,60,7
B19069,60,10
B19070,60,7
B19070,60,10
B19080,60,7
B19080,60,10
B19081,60,7
B19081,60,10
B19082,60,7
B19082,60,10
B19083,60,10
B19101,60,7
B19101,60,10
B19101A,60,3
B19101A,60,7
B19101A,60,10
B19101B,60,3
B19101B,60,7
B19101B,60,10
B19101C,60,3
B19101C,60,7
B19101C,60,10
B19101D,60,3
B19101D,60,7
B19101D,60,10
B19101E,60,3
B19101E,60,7
B19101E,60,10
B19101F,61,3
B19101F,61,7
B19101F,61,10
B19101G,61,3
B19101G,61,7
B19101G,61,10
B19101H,61,3
B19101H,61,7
B19101H,61,10
B19101I,61,3
B19101I,61,7
B19101I,61,10
B19113,61,7
B19113,61,10
B19113A,61,3
B19113A,61,7
B19113A,61,10
B19113B,61,3
B19113B,61,7
B19113B,61,10
B19113C,61,3
B19113C,61,7
B19113C,61,10
B19113D,61,3
B19113D,61,7
B19113D,61,10
B19113E,61,3
B19113E,61,7
B19113E,61,10
B19113F,61,3
B19113F,61,7
B19113F,61,10
B19113G,61,3
B19113G,61,7
B19113G,61,10
B19113H,61,3
B19113H,61,7
B19113H,61,10
B19113I,61,3
B19113I,61,7
B19113I,61,10
B19119,61,18
B19119,61,7
B19119,61,10
B19121,61,7
B19121,61,10
B19125,61,7
B19125,61,8
B19125,61,10
B19126,61,18
B19126,61,7
B19126,61,8
B19126,61,10
B19127,61,7
B19127,61,10
B19128,61,18
B19128,61,7
B19128,61,8
B19128,61,10
B19129,61,17
B19129,61,7
B19129,61,10
B19130,61,1
B19130,61,18
B19130,61,7
B19130,61,10
B19131,62,18
B19131,62,7
B19131,62,8
B19131,62,10
B19201,62,7
B19201,62,10
B19202,62,7
B19202,62,10
B19202A,62,3
B19202A,62,7
B19202A,62,10
B19202B,62,3
B19202B,62,7
B19202B,62,10
B19202C,62,3
B19202C,62,7
B19202C,62,10
B19202D,62,3
B19202D,62,7
B19202D,62,10
B19202E,62,3
B19202E,62,7
B19202E,62,10
B19202F,62,3
B19202F,62,7
B19202F,62,10
B19202G,62,3
B19202G,62,7
B19202G,62,10
B19202H,62,3
B19202H,62,7
B19202H,62,10
B19202I,62,3
B19202I,62,7
B19202I,62,10
B19214,62,7
B19214,62,10
B19215,62,1
B19215,62,2
B19215,62,7
B19215,62,10
B19216,62,1
B19216,62,2
B19216,62,7
B19216,62,10
B19301,62,10
B19301A,62,3
B19301A,62,10
B19301B,62,3
B19301B,62,10
B19301C,62,3
B19301C,62,10
B19301D,62,3
B19301D,62,10
B19301E,62,3
B19301E,62,10
B19301F,62,3
B19301F,62,10
B19301G,62,3
B19301G,62,10
B19301H,62,3
B19301H,62,10
B19301I,62,3
B19301I,62,10
B19313,62,10
B19313A,62,3
B19313A,62,10
B19313B,62,3
B19313B,62,10
B19313C,62,3
B19313C,62,10
B19313D,62,3
B19313D,62,10
B19313E,62,3
B19313E,62,10
B19313F,62,3
B19313F,62,10
B19313G,62,3
B19313G,62,10
B19313H,62,3
B19313H,62,10
B19313I,62,3
B19313I,62,10
B19325,63,2
B19325,63,17
B19325,63,10
B19326,63,2
B19326,63,17
B19326,63,10
B20001,64,2
B20001,64,10
B20002,64,2
B20002,64,10
B20003,64,2
B20003,64,17
B20003,64,10
B20004,64,13
B20004,64,2
B20004,64,10
B20005,64,2
B20005,64,17
B20005,64,10
B20005A,65,2
B20005A,65,17
B20005A,65,3
B20005A,65,10
B20005B,65,2
B20005B,65,17
B20005B,65,3
B20005B,65,10
B20005C,66,2
B20005C,66,3
B20005C,66,17
B20005C,66,10
B20005D,66,2
B20005D,66,3
B20005D,66,17
B20005D,66,10
B20005E,67,2
B20005E,67,17
B20005E,67,3
B20005E,67,10
B20005F,67,2
B20005F,67,3
B20005F,67,17
B20005F,67,10
B20005G,68,2
B20005G,68,3
B20005G,68,17
B20005G,68,10
B20005H,68,2
B20005H,68,17
B20005H,68,3
B20005H,68,10
B20005I,69,2
B20005I,69,17
B20005I,69,3
B20005I,69,10
B20017,69,2
B20017,69,17
B20017,69,10
B20017A,69,2
B20017A,69,17
B20017A,69,3
B20017A,69,10
B20017B,69,2
B20017B,69,17
B20017B,69,3
B20017B,69,10
B20017C,69,2
B20017C,69,3
B20017C,69,17
B20017C,69,10
B20017D,69,2
B20017D,69,3
B20017D,69,17
B20017D,69,10
B20017E,69,2
B20017E,69,17
B20017E,69,3
B20017E,69,10
B20017F,69,2
B20017F,69,3
B20017F,69,17
B20017F,69,10
B20017G,69,2
B20017G,69,3
B20017G,69,17
B20017G,69,10
B20017H,69,2
B20017H,69,17
B20017H,69,3
B20017H,69,10
B20017I,69,2
B20017I,69,17
B20017I,69,3
B20017I,69,10
B21001,70,1
B21001,70,25
B21001,70,2
B21002,70,25
B21003,70,13
B21003,70,25
B21004,70,2
B21004,70,25
B21004,70,10
B21005,70,17
B21005,70,1
B21005,70,25
B22001,71,19
B22001,71,7
B22002,71,19
B22002,71,7
B22002,71,8
B22003,71,19
B22003,71,9
B22003,71,7
B22005A,71,19
B22005A,71,3
B22005A,71,7
B22005B,71,19
B22005B,71,3
B22005B,71,7
B22005C,71,19
B22005C,71,3
B22005C,71,7
B22005D,71,19
B22005D,71,3
B22005D,71,7
B22005E,71,19
B22005E,71,3
B22005E,71,7
B22005F,71,19
B22005F,71,3
B22005F,71,7
B22005G,71,19
B22005G,71,3
B22005G,71,7
B22005H,71,19
B22005H,71,3
B22005H,71,7
B22005I,71,19
B22005I,71,3
B22005I,71,7
B22007,71,19
B22007,71,17
B22007,71,18
B22007,71,7
B22008,71,19
B22008,71,7
B22008,71,10
B23001,72,1
B23001,72,17
B23001,72,2
B23003,73,1
B23003,73,17
B23003,73,8
B23004,73,21
B23004,73,1
B23004,73,17
B23006,74,13
B23006,74,17
B23007,74,7
